facility_name,facility_id,state,measure_name,number_of_discharges,footnote,excess_readmission_ratio,predicted_readmission_rate,expected_readmission_rate,number_of_readmissions,start_date,end_date
UNIVERSITY OF MD CHARLES REGIONAL  MEDICAL CENTER,210035,MD,READM-30-HF-HRRP,397.0,nan,0.9663,21.7273,22.4844,84.0,2016-07-01,2019-06-30
UNIVERSITY OF MD CHARLES REGIONAL  MEDICAL CENTER,210035,MD,READM-30-HIP-KNEE-HRRP,247.0,nan,1.1359,4.7067,4.1434,14.0,2016-07-01,2019-06-30
UNIVERSITY OF MD CHARLES REGIONAL  MEDICAL CENTER,210035,MD,READM-30-PN-HRRP,498.0,nan,1.0557,18.9014,17.9036,98.0,2016-07-01,2019-06-30
UMD SHORE MEDICAL CENTER AT EASTON,210037,MD,READM-30-AMI-HRRP,172.0,nan,0.9248,14.8149,16.0196,21.0,2016-07-01,2019-06-30
UMD SHORE MEDICAL CENTER AT EASTON,210037,MD,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
UMD SHORE MEDICAL CENTER AT EASTON,210037,MD,READM-30-COPD-HRRP,487.0,nan,0.936,18.4271,19.6872,84.0,2016-07-01,2019-06-30
UMD SHORE MEDICAL CENTER AT EASTON,210037,MD,READM-30-HF-HRRP,508.0,nan,0.918,18.7901,20.4694,90.0,2016-07-01,2019-06-30
UMD SHORE MEDICAL CENTER AT EASTON,210037,MD,READM-30-HIP-KNEE-HRRP,521.0,nan,0.9688,4.144,4.2774,21.0,2016-07-01,2019-06-30
UMD SHORE MEDICAL CENTER AT EASTON,210037,MD,READM-30-PN-HRRP,663.0,nan,0.8523,13.3901,15.7101,78.0,2016-07-01,2019-06-30
UNIVERSITY OF MD MEDICAL CENTER MIDTOWN CAMPUS,210038,MD,READM-30-AMI-HRRP,,1.0,,,,,2016-07-01,2019-06-30
UNIVERSITY OF MD MEDICAL CENTER MIDTOWN CAMPUS,210038,MD,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
UNIVERSITY OF MD MEDICAL CENTER MIDTOWN CAMPUS,210038,MD,READM-30-COPD-HRRP,81.0,nan,1.0419,21.3837,20.5228,21.0,2016-07-01,2019-06-30
UNIVERSITY OF MD MEDICAL CENTER MIDTOWN CAMPUS,210038,MD,READM-30-HF-HRRP,103.0,nan,0.9836,25.3864,25.8091,25.0,2016-07-01,2019-06-30
UNIVERSITY OF MD MEDICAL CENTER MIDTOWN CAMPUS,210038,MD,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2016-07-01,2019-06-30
UNIVERSITY OF MD MEDICAL CENTER MIDTOWN CAMPUS,210038,MD,READM-30-PN-HRRP,112.0,nan,0.9808,20.02,20.4116,21.0,2016-07-01,2019-06-30
CALVERTHEALTH MEDICAL CENTER,210039,MD,READM-30-AMI-HRRP,,nan,0.9759,17.2296,17.6555,,2016-07-01,2019-06-30
CALVERTHEALTH MEDICAL CENTER,210039,MD,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
CALVERTHEALTH MEDICAL CENTER,210039,MD,READM-30-COPD-HRRP,308.0,nan,0.9572,19.1019,19.9565,55.0,2016-07-01,2019-06-30
CALVERTHEALTH MEDICAL CENTER,210039,MD,READM-30-HF-HRRP,494.0,nan,0.9722,21.2238,21.8311,103.0,2016-07-01,2019-06-30
CALVERTHEALTH MEDICAL CENTER,210039,MD,READM-30-HIP-KNEE-HRRP,,nan,0.8863,3.7333,4.2122,,2016-07-01,2019-06-30
CALVERTHEALTH MEDICAL CENTER,210039,MD,READM-30-PN-HRRP,517.0,nan,0.9454,15.2531,16.134,75.0,2016-07-01,2019-06-30
NORTHWEST HOSPITAL CENTER,210040,MD,READM-30-AMI-HRRP,88.0,nan,0.9702,17.9397,18.4906,14.0,2016-07-01,2019-06-30
NORTHWEST HOSPITAL CENTER,210040,MD,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
NORTHWEST HOSPITAL CENTER,210040,MD,READM-30-COPD-HRRP,475.0,nan,0.9817,18.8633,19.2153,88.0,2016-07-01,2019-06-30
NORTHWEST HOSPITAL CENTER,210040,MD,READM-30-HF-HRRP,863.0,nan,0.9488,19.8585,20.9305,168.0,2016-07-01,2019-06-30
NORTHWEST HOSPITAL CENTER,210040,MD,READM-30-HIP-KNEE-HRRP,444.0,nan,0.8726,3.4944,4.0047,13.0,2016-07-01,2019-06-30
NORTHWEST HOSPITAL CENTER,210040,MD,READM-30-PN-HRRP,715.0,nan,0.9872,15.649,15.8525,111.0,2016-07-01,2019-06-30
UNIVERSITY OF MD BALTIMORE WASHINGTON MEDICAL CENTER,210043,MD,READM-30-AMI-HRRP,271.0,nan,1.1789,18.2188,15.4543,59.0,2016-07-01,2019-06-30
UNIVERSITY OF MD BALTIMORE WASHINGTON MEDICAL CENTER,210043,MD,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
UNIVERSITY OF MD BALTIMORE WASHINGTON MEDICAL CENTER,210043,MD,READM-30-COPD-HRRP,940.0,nan,0.8954,17.8276,19.9093,158.0,2016-07-01,2019-06-30
UNIVERSITY OF MD BALTIMORE WASHINGTON MEDICAL CENTER,210043,MD,READM-30-HF-HRRP,1021.0,nan,1.1167,24.5463,21.981,258.0,2016-07-01,2019-06-30
UNIVERSITY OF MD BALTIMORE WASHINGTON MEDICAL CENTER,210043,MD,READM-30-HIP-KNEE-HRRP,285.0,nan,1.1209,4.5244,4.0363,15.0,2016-07-01,2019-06-30
UNIVERSITY OF MD BALTIMORE WASHINGTON MEDICAL CENTER,210043,MD,READM-30-PN-HRRP,1169.0,nan,0.9616,15.8862,16.5211,183.0,2016-07-01,2019-06-30
GREATER BALTIMORE MEDICAL CENTER,210044,MD,READM-30-AMI-HRRP,,nan,1.01,18.1039,17.9249,,2016-07-01,2019-06-30
GREATER BALTIMORE MEDICAL CENTER,210044,MD,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
GREATER BALTIMORE MEDICAL CENTER,210044,MD,READM-30-COPD-HRRP,372.0,nan,0.949,17.0594,17.9755,59.0,2016-07-01,2019-06-30
GREATER BALTIMORE MEDICAL CENTER,210044,MD,READM-30-HF-HRRP,674.0,nan,0.9105,18.9886,20.8553,122.0,2016-07-01,2019-06-30
GREATER BALTIMORE MEDICAL CENTER,210044,MD,READM-30-HIP-KNEE-HRRP,450.0,nan,0.8644,3.4827,4.0289,13.0,2016-07-01,2019-06-30
GREATER BALTIMORE MEDICAL CENTER,210044,MD,READM-30-PN-HRRP,714.0,nan,0.9251,14.044,15.1811,95.0,2016-07-01,2019-06-30
HOWARD COUNTY GENERAL HOSPITAL,210048,MD,READM-30-AMI-HRRP,,nan,0.8855,12.2662,13.8519,,2016-07-01,2019-06-30
HOWARD COUNTY GENERAL HOSPITAL,210048,MD,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
HOWARD COUNTY GENERAL HOSPITAL,210048,MD,READM-30-COPD-HRRP,536.0,nan,0.966,18.846,19.5093,98.0,2016-07-01,2019-06-30
HOWARD COUNTY GENERAL HOSPITAL,210048,MD,READM-30-HF-HRRP,934.0,nan,0.9633,19.9572,20.7172,184.0,2016-07-01,2019-06-30
HOWARD COUNTY GENERAL HOSPITAL,210048,MD,READM-30-HIP-KNEE-HRRP,214.0,nan,1.1011,4.7663,4.3285,12.0,2016-07-01,2019-06-30
HOWARD COUNTY GENERAL HOSPITAL,210048,MD,READM-30-PN-HRRP,973.0,nan,1.0172,15.5018,15.2399,152.0,2016-07-01,2019-06-30
UMD UPPER CHESAPEAKE MEDICAL CENTER,210049,MD,READM-30-AMI-HRRP,367.0,nan,0.8955,14.2563,15.9197,46.0,2016-07-01,2019-06-30
UMD UPPER CHESAPEAKE MEDICAL CENTER,210049,MD,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
UMD UPPER CHESAPEAKE MEDICAL CENTER,210049,MD,READM-30-COPD-HRRP,624.0,nan,0.985,19.2824,19.5763,119.0,2016-07-01,2019-06-30
UMD UPPER CHESAPEAKE MEDICAL CENTER,210049,MD,READM-30-HF-HRRP,700.0,nan,0.8257,18.0313,21.8366,114.0,2016-07-01,2019-06-30
UMD UPPER CHESAPEAKE MEDICAL CENTER,210049,MD,READM-30-HIP-KNEE-HRRP,353.0,nan,1.0851,4.6683,4.3022,18.0,2016-07-01,2019-06-30
UMD UPPER CHESAPEAKE MEDICAL CENTER,210049,MD,READM-30-PN-HRRP,778.0,nan,0.837,13.6347,16.2894,94.0,2016-07-01,2019-06-30
DOCTORS'  COMMUNITY HOSPITAL,210051,MD,READM-30-AMI-HRRP,,nan,0.9273,15.3587,16.5625,,2016-07-01,2019-06-30
DOCTORS'  COMMUNITY HOSPITAL,210051,MD,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
DOCTORS'  COMMUNITY HOSPITAL,210051,MD,READM-30-COPD-HRRP,339.0,nan,0.9848,19.8684,20.1749,66.0,2016-07-01,2019-06-30
DOCTORS'  COMMUNITY HOSPITAL,210051,MD,READM-30-HF-HRRP,692.0,nan,0.9348,20.8661,22.321,140.0,2016-07-01,2019-06-30
DOCTORS'  COMMUNITY HOSPITAL,210051,MD,READM-30-HIP-KNEE-HRRP,212.0,nan,1.171,4.7547,4.0604,13.0,2016-07-01,2019-06-30
DOCTORS'  COMMUNITY HOSPITAL,210051,MD,READM-30-PN-HRRP,501.0,nan,1.0468,16.9308,16.1743,88.0,2016-07-01,2019-06-30
LAUREL REGIONAL MEDICAL CENTER,210055,MD,READM-30-AMI-HRRP,,1.0,,,,,2016-07-01,2019-06-30
LAUREL REGIONAL MEDICAL CENTER,210055,MD,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
LAUREL REGIONAL MEDICAL CENTER,210055,MD,READM-30-COPD-HRRP,107.0,nan,1.0152,22.08,21.7494,25.0,2016-07-01,2019-06-30
LAUREL REGIONAL MEDICAL CENTER,210055,MD,READM-30-HF-HRRP,158.0,nan,1.0203,22.5757,22.1264,37.0,2016-07-01,2019-06-30
LAUREL REGIONAL MEDICAL CENTER,210055,MD,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2016-07-01,2019-06-30
LAUREL REGIONAL MEDICAL CENTER,210055,MD,READM-30-PN-HRRP,168.0,nan,1.1099,18.2282,16.4231,38.0,2016-07-01,2019-06-30
MEDSTAR GOOD SAMARITAN HOSPITAL,210056,MD,READM-30-AMI-HRRP,54.0,nan,0.9834,22.3467,22.7246,11.0,2016-07-01,2019-06-30
MEDSTAR GOOD SAMARITAN HOSPITAL,210056,MD,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
MEDSTAR GOOD SAMARITAN HOSPITAL,210056,MD,READM-30-COPD-HRRP,433.0,nan,1.0156,22.5384,22.1927,99.0,2016-07-01,2019-06-30
MEDSTAR GOOD SAMARITAN HOSPITAL,210056,MD,READM-30-HF-HRRP,699.0,nan,0.9145,21.4494,23.455,144.0,2016-07-01,2019-06-30
MEDSTAR GOOD SAMARITAN HOSPITAL,210056,MD,READM-30-HIP-KNEE-HRRP,,nan,1.0642,4.8459,4.5537,,2016-07-01,2019-06-30
MEDSTAR GOOD SAMARITAN HOSPITAL,210056,MD,READM-30-PN-HRRP,442.0,nan,0.9253,15.936,17.2221,65.0,2016-07-01,2019-06-30
ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER,210057,MD,READM-30-AMI-HRRP,261.0,nan,0.9845,15.2886,15.5296,39.0,2016-07-01,2019-06-30
ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER,210057,MD,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER,210057,MD,READM-30-COPD-HRRP,348.0,nan,1.021,20.736,20.3092,74.0,2016-07-01,2019-06-30
ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER,210057,MD,READM-30-HF-HRRP,465.0,nan,0.9144,20.3951,22.3033,89.0,2016-07-01,2019-06-30
ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER,210057,MD,READM-30-HIP-KNEE-HRRP,667.0,nan,1.12,4.3326,3.8683,31.0,2016-07-01,2019-06-30
ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER,210057,MD,READM-30-PN-HRRP,877.0,nan,0.9993,16.197,16.208,142.0,2016-07-01,2019-06-30
UMD REHABILITATION &  ORTHOPAEDIC INSTITUTE,210058,MD,READM-30-AMI-HRRP,,5.0,,,,,2016-07-01,2019-06-30
UMD REHABILITATION &  ORTHOPAEDIC INSTITUTE,210058,MD,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
UMD REHABILITATION &  ORTHOPAEDIC INSTITUTE,210058,MD,READM-30-COPD-HRRP,,5.0,,,,,2016-07-01,2019-06-30
UMD REHABILITATION &  ORTHOPAEDIC INSTITUTE,210058,MD,READM-30-HF-HRRP,,5.0,,,,,2016-07-01,2019-06-30
UMD REHABILITATION &  ORTHOPAEDIC INSTITUTE,210058,MD,READM-30-HIP-KNEE-HRRP,,nan,0.846,3.1467,3.7195,,2016-07-01,2019-06-30
UMD REHABILITATION &  ORTHOPAEDIC INSTITUTE,210058,MD,READM-30-PN-HRRP,0.0,7.0,,,,,2016-07-01,2019-06-30
ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CTR,210060,MD,READM-30-AMI-HRRP,,1.0,,,,,2016-07-01,2019-06-30
ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CTR,210060,MD,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CTR,210060,MD,READM-30-COPD-HRRP,168.0,nan,1.0108,19.6779,19.4673,34.0,2016-07-01,2019-06-30
ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CTR,210060,MD,READM-30-HF-HRRP,198.0,nan,1.1249,23.8416,21.1943,55.0,2016-07-01,2019-06-30
ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CTR,210060,MD,READM-30-HIP-KNEE-HRRP,,nan,1.0346,3.94,3.8081,,2016-07-01,2019-06-30
ADVENTIST HEALTHCARE FORT WASHINGTON MEDICAL CTR,210060,MD,READM-30-PN-HRRP,219.0,nan,1.1536,17.4111,15.0933,48.0,2016-07-01,2019-06-30
ATLANTIC GENERAL HOSPITAL,210061,MD,READM-30-AMI-HRRP,,nan,1.0,20.0084,20.0091,,2016-07-01,2019-06-30
ATLANTIC GENERAL HOSPITAL,210061,MD,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
ATLANTIC GENERAL HOSPITAL,210061,MD,READM-30-COPD-HRRP,355.0,nan,0.9144,15.9097,17.3996,49.0,2016-07-01,2019-06-30
ATLANTIC GENERAL HOSPITAL,210061,MD,READM-30-HF-HRRP,357.0,nan,1.0097,20.5544,20.3572,74.0,2016-07-01,2019-06-30
ATLANTIC GENERAL HOSPITAL,210061,MD,READM-30-HIP-KNEE-HRRP,,nan,0.9996,4.4635,4.4654,,2016-07-01,2019-06-30
ATLANTIC GENERAL HOSPITAL,210061,MD,READM-30-PN-HRRP,442.0,nan,0.918,13.7513,14.9803,55.0,2016-07-01,2019-06-30
MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,210062,MD,READM-30-AMI-HRRP,253.0,nan,0.9938,16.3493,16.4506,41.0,2016-07-01,2019-06-30
MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,210062,MD,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,210062,MD,READM-30-COPD-HRRP,352.0,nan,1.1076,21.5654,19.4704,85.0,2016-07-01,2019-06-30
MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,210062,MD,READM-30-HF-HRRP,749.0,nan,1.0155,22.2949,21.9555,168.0,2016-07-01,2019-06-30
MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,210062,MD,READM-30-HIP-KNEE-HRRP,222.0,nan,1.1698,4.5584,3.8966,13.0,2016-07-01,2019-06-30
MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,210062,MD,READM-30-PN-HRRP,459.0,nan,1.0349,17.3385,16.7536,82.0,2016-07-01,2019-06-30
UNIVERSITY OF MD ST JOSEPH MEDICAL CENTER,210063,MD,READM-30-AMI-HRRP,613.0,nan,0.9479,14.6881,15.496,87.0,2016-07-01,2019-06-30
UNIVERSITY OF MD ST JOSEPH MEDICAL CENTER,210063,MD,READM-30-CABG-HRRP,380.0,nan,0.8066,9.4354,11.6982,31.0,2016-07-01,2019-06-30
UNIVERSITY OF MD ST JOSEPH MEDICAL CENTER,210063,MD,READM-30-COPD-HRRP,396.0,nan,0.8916,17.3958,19.5102,59.0,2016-07-01,2019-06-30
UNIVERSITY OF MD ST JOSEPH MEDICAL CENTER,210063,MD,READM-30-HF-HRRP,802.0,nan,0.9058,18.8654,20.8274,145.0,2016-07-01,2019-06-30
UNIVERSITY OF MD ST JOSEPH MEDICAL CENTER,210063,MD,READM-30-HIP-KNEE-HRRP,1527.0,nan,0.7265,3.3337,4.5886,45.0,2016-07-01,2019-06-30
UNIVERSITY OF MD ST JOSEPH MEDICAL CENTER,210063,MD,READM-30-PN-HRRP,719.0,nan,0.9718,15.4327,15.8798,109.0,2016-07-01,2019-06-30
LEVINDALE HEBREW GERIATRIC CENTER AND HOSPITAL,210064,MD,READM-30-AMI-HRRP,,1.0,,,,,2016-07-01,2019-06-30
LEVINDALE HEBREW GERIATRIC CENTER AND HOSPITAL,210064,MD,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
LEVINDALE HEBREW GERIATRIC CENTER AND HOSPITAL,210064,MD,READM-30-COPD-HRRP,,1.0,,,,,2016-07-01,2019-06-30
LEVINDALE HEBREW GERIATRIC CENTER AND HOSPITAL,210064,MD,READM-30-HF-HRRP,,1.0,,,,,2016-07-01,2019-06-30
LEVINDALE HEBREW GERIATRIC CENTER AND HOSPITAL,210064,MD,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2016-07-01,2019-06-30
LEVINDALE HEBREW GERIATRIC CENTER AND HOSPITAL,210064,MD,READM-30-PN-HRRP,,1.0,,,,,2016-07-01,2019-06-30
HOLY CROSS GERMANTOWN HOSPITAL,210065,MD,READM-30-AMI-HRRP,,1.0,,,,,2016-07-01,2019-06-30
HOLY CROSS GERMANTOWN HOSPITAL,210065,MD,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
HOLY CROSS GERMANTOWN HOSPITAL,210065,MD,READM-30-COPD-HRRP,80.0,nan,1.0535,20.485,19.4452,21.0,2016-07-01,2019-06-30
HOLY CROSS GERMANTOWN HOSPITAL,210065,MD,READM-30-HF-HRRP,167.0,nan,1.0245,22.3931,21.8568,39.0,2016-07-01,2019-06-30
HOLY CROSS GERMANTOWN HOSPITAL,210065,MD,READM-30-HIP-KNEE-HRRP,,nan,0.8856,3.5879,4.0515,,2016-07-01,2019-06-30
HOLY CROSS GERMANTOWN HOSPITAL,210065,MD,READM-30-PN-HRRP,229.0,nan,1.033,16.0514,15.5381,39.0,2016-07-01,2019-06-30
"HEALTHALLIANCE HOSPITALS, INC",220001,MA,READM-30-AMI-HRRP,,nan,0.9578,15.2499,15.9225,,2016-07-01,2019-06-30
"HEALTHALLIANCE HOSPITALS, INC",220001,MA,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
"HEALTHALLIANCE HOSPITALS, INC",220001,MA,READM-30-COPD-HRRP,275.0,nan,1.0669,21.1779,19.8509,64.0,2016-07-01,2019-06-30
"HEALTHALLIANCE HOSPITALS, INC",220001,MA,READM-30-HF-HRRP,312.0,nan,1.1309,23.6768,20.9361,82.0,2016-07-01,2019-06-30
"HEALTHALLIANCE HOSPITALS, INC",220001,MA,READM-30-HIP-KNEE-HRRP,,nan,1.025,3.6104,3.5223,,2016-07-01,2019-06-30
"HEALTHALLIANCE HOSPITALS, INC",220001,MA,READM-30-PN-HRRP,444.0,nan,1.0075,15.4251,15.3101,69.0,2016-07-01,2019-06-30
MOUNT AUBURN HOSPITAL,220002,MA,READM-30-AMI-HRRP,196.0,nan,1.0541,15.8185,15.0062,34.0,2016-07-01,2019-06-30
MOUNT AUBURN HOSPITAL,220002,MA,READM-30-CABG-HRRP,90.0,nan,1.1558,14.0443,12.1508,16.0,2016-07-01,2019-06-30
MOUNT AUBURN HOSPITAL,220002,MA,READM-30-COPD-HRRP,277.0,nan,0.994,20.0487,20.1695,55.0,2016-07-01,2019-06-30
MOUNT AUBURN HOSPITAL,220002,MA,READM-30-HF-HRRP,624.0,nan,1.0746,22.6406,21.0697,146.0,2016-07-01,2019-06-30
MOUNT AUBURN HOSPITAL,220002,MA,READM-30-HIP-KNEE-HRRP,372.0,nan,1.0304,4.4205,4.29,17.0,2016-07-01,2019-06-30
MOUNT AUBURN HOSPITAL,220002,MA,READM-30-PN-HRRP,786.0,nan,0.9727,14.6163,15.0272,113.0,2016-07-01,2019-06-30
STURDY MEMORIAL HOSPITAL,220008,MA,READM-30-AMI-HRRP,,1.0,,,,,2016-07-01,2019-06-30
STURDY MEMORIAL HOSPITAL,220008,MA,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
STURDY MEMORIAL HOSPITAL,220008,MA,READM-30-COPD-HRRP,594.0,nan,1.2877,23.1756,17.9975,160.0,2016-07-01,2019-06-30
STURDY MEMORIAL HOSPITAL,220008,MA,READM-30-HF-HRRP,486.0,nan,0.9988,20.7973,20.8214,101.0,2016-07-01,2019-06-30
STURDY MEMORIAL HOSPITAL,220008,MA,READM-30-HIP-KNEE-HRRP,318.0,nan,1.1805,5.0045,4.2391,19.0,2016-07-01,2019-06-30
STURDY MEMORIAL HOSPITAL,220008,MA,READM-30-PN-HRRP,814.0,nan,1.2059,18.7755,15.5701,166.0,2016-07-01,2019-06-30
LAWRENCE GENERAL HOSPITAL,220010,MA,READM-30-AMI-HRRP,180.0,nan,1.0856,17.8738,16.4641,37.0,2016-07-01,2019-06-30
LAWRENCE GENERAL HOSPITAL,220010,MA,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
LAWRENCE GENERAL HOSPITAL,220010,MA,READM-30-COPD-HRRP,351.0,nan,0.9931,18.4029,18.5298,64.0,2016-07-01,2019-06-30
LAWRENCE GENERAL HOSPITAL,220010,MA,READM-30-HF-HRRP,636.0,nan,1.0445,22.9735,21.9955,149.0,2016-07-01,2019-06-30
LAWRENCE GENERAL HOSPITAL,220010,MA,READM-30-HIP-KNEE-HRRP,,nan,1.2547,4.8516,3.8668,,2016-07-01,2019-06-30
LAWRENCE GENERAL HOSPITAL,220010,MA,READM-30-PN-HRRP,714.0,nan,1.0839,17.1406,15.8131,128.0,2016-07-01,2019-06-30
CAMBRIDGE HEALTH ALLIANCE,220011,MA,READM-30-AMI-HRRP,,nan,1.0148,17.6493,17.3914,,2016-07-01,2019-06-30
CAMBRIDGE HEALTH ALLIANCE,220011,MA,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
CAMBRIDGE HEALTH ALLIANCE,220011,MA,READM-30-COPD-HRRP,238.0,nan,1.0373,20.4911,19.7546,52.0,2016-07-01,2019-06-30
CAMBRIDGE HEALTH ALLIANCE,220011,MA,READM-30-HF-HRRP,356.0,nan,0.9613,20.0975,20.9061,69.0,2016-07-01,2019-06-30
CAMBRIDGE HEALTH ALLIANCE,220011,MA,READM-30-HIP-KNEE-HRRP,,nan,0.9811,4.524,4.6113,,2016-07-01,2019-06-30
CAMBRIDGE HEALTH ALLIANCE,220011,MA,READM-30-PN-HRRP,270.0,nan,0.9958,16.4057,16.4756,44.0,2016-07-01,2019-06-30
CAPE COD HEALTHCARE,220012,MA,READM-30-AMI-HRRP,692.0,nan,0.9297,12.2841,13.2125,81.0,2016-07-01,2019-06-30
CAPE COD HEALTHCARE,220012,MA,READM-30-CABG-HRRP,,nan,0.8008,8.6327,10.7801,,2016-07-01,2019-06-30
CAPE COD HEALTHCARE,220012,MA,READM-30-COPD-HRRP,450.0,nan,1.1247,20.1887,17.9502,101.0,2016-07-01,2019-06-30
CAPE COD HEALTHCARE,220012,MA,READM-30-HF-HRRP,1008.0,nan,0.936,18.8688,20.1592,186.0,2016-07-01,2019-06-30
CAPE COD HEALTHCARE,220012,MA,READM-30-HIP-KNEE-HRRP,958.0,nan,1.2697,5.0708,3.9938,53.0,2016-07-01,2019-06-30
CAPE COD HEALTHCARE,220012,MA,READM-30-PN-HRRP,1785.0,nan,0.9788,15.264,15.5948,271.0,2016-07-01,2019-06-30
"COOLEY DICKINSON HOSPITAL INC,THE",220015,MA,READM-30-AMI-HRRP,,nan,1.0485,15.7966,15.0655,,2016-07-01,2019-06-30
"COOLEY DICKINSON HOSPITAL INC,THE",220015,MA,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
"COOLEY DICKINSON HOSPITAL INC,THE",220015,MA,READM-30-COPD-HRRP,281.0,nan,1.0264,17.7185,17.2635,52.0,2016-07-01,2019-06-30
"COOLEY DICKINSON HOSPITAL INC,THE",220015,MA,READM-30-HF-HRRP,412.0,nan,1.0297,19.4543,18.8931,82.0,2016-07-01,2019-06-30
"COOLEY DICKINSON HOSPITAL INC,THE",220015,MA,READM-30-HIP-KNEE-HRRP,,nan,0.7786,2.634,3.3829,,2016-07-01,2019-06-30
"COOLEY DICKINSON HOSPITAL INC,THE",220015,MA,READM-30-PN-HRRP,417.0,nan,1.0179,14.1029,13.8543,60.0,2016-07-01,2019-06-30
BAYSTATE FRANKLIN MEDICAL CENTER,220016,MA,READM-30-AMI-HRRP,,1.0,,,,,2016-07-01,2019-06-30
BAYSTATE FRANKLIN MEDICAL CENTER,220016,MA,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
BAYSTATE FRANKLIN MEDICAL CENTER,220016,MA,READM-30-COPD-HRRP,194.0,nan,0.9878,19.6285,19.8705,37.0,2016-07-01,2019-06-30
BAYSTATE FRANKLIN MEDICAL CENTER,220016,MA,READM-30-HF-HRRP,354.0,nan,1.1336,24.4824,21.5973,95.0,2016-07-01,2019-06-30
BAYSTATE FRANKLIN MEDICAL CENTER,220016,MA,READM-30-HIP-KNEE-HRRP,,nan,0.9198,3.929,4.2714,,2016-07-01,2019-06-30
BAYSTATE FRANKLIN MEDICAL CENTER,220016,MA,READM-30-PN-HRRP,384.0,nan,1.0002,15.3618,15.3594,59.0,2016-07-01,2019-06-30
CARNEY HOSPITAL,220017,MA,READM-30-AMI-HRRP,,1.0,,,,,2016-07-01,2019-06-30
CARNEY HOSPITAL,220017,MA,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
CARNEY HOSPITAL,220017,MA,READM-30-COPD-HRRP,122.0,nan,1.0099,19.7785,19.5847,25.0,2016-07-01,2019-06-30
CARNEY HOSPITAL,220017,MA,READM-30-HF-HRRP,179.0,nan,1.1176,23.8294,21.322,50.0,2016-07-01,2019-06-30
CARNEY HOSPITAL,220017,MA,READM-30-HIP-KNEE-HRRP,,nan,1.087,4.996,4.5961,,2016-07-01,2019-06-30
CARNEY HOSPITAL,220017,MA,READM-30-PN-HRRP,234.0,nan,1.0327,15.7204,15.2224,39.0,2016-07-01,2019-06-30
HARRINGTON MEMORIAL HOSPITAL-1,220019,MA,READM-30-AMI-HRRP,,1.0,,,,,2016-07-01,2019-06-30
HARRINGTON MEMORIAL HOSPITAL-1,220019,MA,READM-30-CABG-HRRP,,5.0,,,,,2016-07-01,2019-06-30
