facility_name,facility_id,state,measure_name,number_of_discharges,footnote,excess_readmission_ratio,predicted_readmission_rate,expected_readmission_rate,number_of_readmissions,start_date,end_date
MERIT HEALTH RIVER REGION,250031,MS,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2019-07-01,2022-06-30
MERIT HEALTH RIVER REGION,250031,MS,READM-30-HF-HRRP,229.0,nan,1.0281,19.7245,19.1852,47.0,2019-07-01,2022-06-30
MERIT HEALTH RIVER REGION,250031,MS,READM-30-COPD-HRRP,53.0,nan,1.0139,19.0322,18.771,11.0,2019-07-01,2022-06-30
MERIT HEALTH RIVER REGION,250031,MS,READM-30-CABG-HRRP,,1.0,,,,,2019-07-01,2022-06-30
MERIT HEALTH RIVER REGION,250031,MS,READM-30-AMI-HRRP,125.0,nan,1.0926,14.1121,12.9158,22.0,2019-07-01,2022-06-30
BAPTIST MEMORIAL HOSPITAL NORTH MS,250034,MS,READM-30-PN-HRRP,614.0,nan,1.0197,17.3701,17.0338,108.0,2019-07-01,2022-06-30
BAPTIST MEMORIAL HOSPITAL NORTH MS,250034,MS,READM-30-HIP-KNEE-HRRP,,nan,1.1723,5.6241,4.7975,,2019-07-01,2022-06-30
BAPTIST MEMORIAL HOSPITAL NORTH MS,250034,MS,READM-30-HF-HRRP,617.0,nan,1.0503,21.0244,20.0175,133.0,2019-07-01,2022-06-30
BAPTIST MEMORIAL HOSPITAL NORTH MS,250034,MS,READM-30-COPD-HRRP,152.0,nan,0.9895,18.8746,19.0757,28.0,2019-07-01,2022-06-30
BAPTIST MEMORIAL HOSPITAL NORTH MS,250034,MS,READM-30-CABG-HRRP,,nan,1.0541,10.4708,9.9338,,2019-07-01,2022-06-30
BAPTIST MEMORIAL HOSPITAL NORTH MS,250034,MS,READM-30-AMI-HRRP,238.0,nan,0.9952,12.7017,12.7623,30.0,2019-07-01,2022-06-30
GEORGE REGIONAL HEALTH SYSTEM,250036,MS,READM-30-PN-HRRP,,nan,0.9785,14.6183,14.9387,,2019-07-01,2022-06-30
GEORGE REGIONAL HEALTH SYSTEM,250036,MS,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
GEORGE REGIONAL HEALTH SYSTEM,250036,MS,READM-30-HF-HRRP,,nan,1.0314,19.44,18.8472,,2019-07-01,2022-06-30
GEORGE REGIONAL HEALTH SYSTEM,250036,MS,READM-30-COPD-HRRP,,1.0,,,,,2019-07-01,2022-06-30
GEORGE REGIONAL HEALTH SYSTEM,250036,MS,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
GEORGE REGIONAL HEALTH SYSTEM,250036,MS,READM-30-AMI-HRRP,,5.0,,,,,2019-07-01,2022-06-30
MERIT HEALTH MADISON,250038,MS,READM-30-PN-HRRP,,nan,1.0325,14.6128,14.1526,,2019-07-01,2022-06-30
MERIT HEALTH MADISON,250038,MS,READM-30-HIP-KNEE-HRRP,0.0,7.0,,,,,2019-07-01,2022-06-30
MERIT HEALTH MADISON,250038,MS,READM-30-HF-HRRP,,1.0,,,,,2019-07-01,2022-06-30
MERIT HEALTH MADISON,250038,MS,READM-30-COPD-HRRP,,1.0,,,,,2019-07-01,2022-06-30
MERIT HEALTH MADISON,250038,MS,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
MERIT HEALTH MADISON,250038,MS,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
SINGING RIVER HEALTH SYSTEM,250040,MS,READM-30-PN-HRRP,307.0,nan,1.0396,17.0517,16.4017,55.0,2019-07-01,2022-06-30
SINGING RIVER HEALTH SYSTEM,250040,MS,READM-30-HIP-KNEE-HRRP,384.0,nan,1.1612,5.133,4.4203,22.0,2019-07-01,2022-06-30
SINGING RIVER HEALTH SYSTEM,250040,MS,READM-30-HF-HRRP,527.0,nan,1.0485,21.5947,20.5952,117.0,2019-07-01,2022-06-30
SINGING RIVER HEALTH SYSTEM,250040,MS,READM-30-COPD-HRRP,140.0,nan,1.0336,19.1653,18.5429,29.0,2019-07-01,2022-06-30
SINGING RIVER HEALTH SYSTEM,250040,MS,READM-30-CABG-HRRP,,nan,1.0406,10.816,10.3938,,2019-07-01,2022-06-30
SINGING RIVER HEALTH SYSTEM,250040,MS,READM-30-AMI-HRRP,183.0,nan,1.065,12.5765,11.8091,26.0,2019-07-01,2022-06-30
DELTA HEALTH-NORTHWEST REGIONAL,250042,MS,READM-30-PN-HRRP,,nan,1.023,15.4377,15.0901,,2019-07-01,2022-06-30
DELTA HEALTH-NORTHWEST REGIONAL,250042,MS,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2019-07-01,2022-06-30
DELTA HEALTH-NORTHWEST REGIONAL,250042,MS,READM-30-HF-HRRP,,nan,0.9696,18.6653,19.2502,,2019-07-01,2022-06-30
DELTA HEALTH-NORTHWEST REGIONAL,250042,MS,READM-30-COPD-HRRP,,1.0,,,,,2019-07-01,2022-06-30
DELTA HEALTH-NORTHWEST REGIONAL,250042,MS,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
DELTA HEALTH-NORTHWEST REGIONAL,250042,MS,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
NESHOBA COUNTY GENERAL HOSPITAL,250043,MS,READM-30-PN-HRRP,104.0,nan,1.0312,14.4066,13.9709,17.0,2019-07-01,2022-06-30
NESHOBA COUNTY GENERAL HOSPITAL,250043,MS,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
NESHOBA COUNTY GENERAL HOSPITAL,250043,MS,READM-30-HF-HRRP,,nan,1.0238,17.0435,16.6475,,2019-07-01,2022-06-30
NESHOBA COUNTY GENERAL HOSPITAL,250043,MS,READM-30-COPD-HRRP,,nan,1.0642,16.4675,15.4739,,2019-07-01,2022-06-30
NESHOBA COUNTY GENERAL HOSPITAL,250043,MS,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
NESHOBA COUNTY GENERAL HOSPITAL,250043,MS,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
BAPTIST MEMORIAL HOSPITAL BOONEVILLE,250044,MS,READM-30-PN-HRRP,,nan,0.9592,15.3931,16.0479,,2019-07-01,2022-06-30
BAPTIST MEMORIAL HOSPITAL BOONEVILLE,250044,MS,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
BAPTIST MEMORIAL HOSPITAL BOONEVILLE,250044,MS,READM-30-HF-HRRP,,nan,0.9659,19.1093,19.7839,,2019-07-01,2022-06-30
BAPTIST MEMORIAL HOSPITAL BOONEVILLE,250044,MS,READM-30-COPD-HRRP,,nan,1.0121,16.4736,16.2759,,2019-07-01,2022-06-30
BAPTIST MEMORIAL HOSPITAL BOONEVILLE,250044,MS,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
BAPTIST MEMORIAL HOSPITAL BOONEVILLE,250044,MS,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
ST DOMINIC-JACKSON MEMORIAL HOSPITAL,250048,MS,READM-30-PN-HRRP,822.0,nan,1.0324,16.6459,16.1233,139.0,2019-07-01,2022-06-30
ST DOMINIC-JACKSON MEMORIAL HOSPITAL,250048,MS,READM-30-HIP-KNEE-HRRP,224.0,nan,1.0652,4.9207,4.6197,12.0,2019-07-01,2022-06-30
ST DOMINIC-JACKSON MEMORIAL HOSPITAL,250048,MS,READM-30-HF-HRRP,645.0,nan,1.0031,19.5036,19.4441,126.0,2019-07-01,2022-06-30
ST DOMINIC-JACKSON MEMORIAL HOSPITAL,250048,MS,READM-30-COPD-HRRP,187.0,nan,1.0903,21.4901,19.71,46.0,2019-07-01,2022-06-30
ST DOMINIC-JACKSON MEMORIAL HOSPITAL,250048,MS,READM-30-CABG-HRRP,113.0,nan,1.0524,9.3889,8.9211,12.0,2019-07-01,2022-06-30
ST DOMINIC-JACKSON MEMORIAL HOSPITAL,250048,MS,READM-30-AMI-HRRP,326.0,nan,1.1269,14.7671,13.1041,54.0,2019-07-01,2022-06-30
BEACHAM MEMORIAL HOSPITAL,250049,MS,READM-30-PN-HRRP,,1.0,,,,,2019-07-01,2022-06-30
BEACHAM MEMORIAL HOSPITAL,250049,MS,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
BEACHAM MEMORIAL HOSPITAL,250049,MS,READM-30-HF-HRRP,,1.0,,,,,2019-07-01,2022-06-30
BEACHAM MEMORIAL HOSPITAL,250049,MS,READM-30-COPD-HRRP,,1.0,,,,,2019-07-01,2022-06-30
BEACHAM MEMORIAL HOSPITAL,250049,MS,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
BEACHAM MEMORIAL HOSPITAL,250049,MS,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
OCH REGIONAL MEDICAL CENTER,250050,MS,READM-30-PN-HRRP,121.0,nan,0.9741,13.8206,14.1888,15.0,2019-07-01,2022-06-30
OCH REGIONAL MEDICAL CENTER,250050,MS,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2019-07-01,2022-06-30
OCH REGIONAL MEDICAL CENTER,250050,MS,READM-30-HF-HRRP,,nan,1.006,19.498,19.382,,2019-07-01,2022-06-30
OCH REGIONAL MEDICAL CENTER,250050,MS,READM-30-COPD-HRRP,,1.0,,,,,2019-07-01,2022-06-30
OCH REGIONAL MEDICAL CENTER,250050,MS,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
OCH REGIONAL MEDICAL CENTER,250050,MS,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN,250057,MS,READM-30-PN-HRRP,102.0,nan,1.0313,16.5624,16.0591,19.0,2019-07-01,2022-06-30
KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN,250057,MS,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2019-07-01,2022-06-30
KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN,250057,MS,READM-30-HF-HRRP,68.0,nan,1.0031,18.8177,18.7592,13.0,2019-07-01,2022-06-30
KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN,250057,MS,READM-30-COPD-HRRP,,nan,1.0525,19.6925,18.7105,,2019-07-01,2022-06-30
KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN,250057,MS,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN,250057,MS,READM-30-AMI-HRRP,0.0,7.0,,,,,2019-07-01,2022-06-30
SOUTH CENTRAL REG MED CTR,250058,MS,READM-30-PN-HRRP,327.0,nan,1.0252,16.9144,16.499,57.0,2019-07-01,2022-06-30
SOUTH CENTRAL REG MED CTR,250058,MS,READM-30-HIP-KNEE-HRRP,,nan,0.9698,4.4054,4.5425,,2019-07-01,2022-06-30
SOUTH CENTRAL REG MED CTR,250058,MS,READM-30-HF-HRRP,195.0,nan,1.106,21.6603,19.5846,49.0,2019-07-01,2022-06-30
SOUTH CENTRAL REG MED CTR,250058,MS,READM-30-COPD-HRRP,102.0,nan,0.9967,19.8222,19.8882,20.0,2019-07-01,2022-06-30
SOUTH CENTRAL REG MED CTR,250058,MS,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
SOUTH CENTRAL REG MED CTR,250058,MS,READM-30-AMI-HRRP,,nan,1.0185,16.0378,15.7467,,2019-07-01,2022-06-30
JEFFERSON COUNTY HOSPITAL,250060,MS,READM-30-PN-HRRP,,1.0,,,,,2019-07-01,2022-06-30
JEFFERSON COUNTY HOSPITAL,250060,MS,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
JEFFERSON COUNTY HOSPITAL,250060,MS,READM-30-HF-HRRP,0.0,7.0,,,,,2019-07-01,2022-06-30
JEFFERSON COUNTY HOSPITAL,250060,MS,READM-30-COPD-HRRP,0.0,7.0,,,,,2019-07-01,2022-06-30
JEFFERSON COUNTY HOSPITAL,250060,MS,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
JEFFERSON COUNTY HOSPITAL,250060,MS,READM-30-AMI-HRRP,,5.0,,,,,2019-07-01,2022-06-30
YALOBUSHA GENERAL HOSPITAL,250061,MS,READM-30-PN-HRRP,,1.0,,,,,2019-07-01,2022-06-30
YALOBUSHA GENERAL HOSPITAL,250061,MS,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
YALOBUSHA GENERAL HOSPITAL,250061,MS,READM-30-HF-HRRP,,1.0,,,,,2019-07-01,2022-06-30
YALOBUSHA GENERAL HOSPITAL,250061,MS,READM-30-COPD-HRRP,,nan,0.9619,13.7554,14.3001,,2019-07-01,2022-06-30
YALOBUSHA GENERAL HOSPITAL,250061,MS,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
YALOBUSHA GENERAL HOSPITAL,250061,MS,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
CLAY COUNTY MEDICAL CORPORATION,250067,MS,READM-30-PN-HRRP,72.0,nan,1.0643,15.0843,14.1727,15.0,2019-07-01,2022-06-30
CLAY COUNTY MEDICAL CORPORATION,250067,MS,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
CLAY COUNTY MEDICAL CORPORATION,250067,MS,READM-30-HF-HRRP,,nan,0.9794,20.3891,20.8175,,2019-07-01,2022-06-30
CLAY COUNTY MEDICAL CORPORATION,250067,MS,READM-30-COPD-HRRP,,1.0,,,,,2019-07-01,2022-06-30
CLAY COUNTY MEDICAL CORPORATION,250067,MS,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
CLAY COUNTY MEDICAL CORPORATION,250067,MS,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
OCHSNER RUSH HOSPITAL,250069,MS,READM-30-PN-HRRP,125.0,nan,0.9359,14.7619,15.7734,14.0,2019-07-01,2022-06-30
OCHSNER RUSH HOSPITAL,250069,MS,READM-30-HIP-KNEE-HRRP,,nan,0.8502,3.5513,4.1772,,2019-07-01,2022-06-30
OCHSNER RUSH HOSPITAL,250069,MS,READM-30-HF-HRRP,106.0,nan,1.0208,17.6268,17.2681,20.0,2019-07-01,2022-06-30
OCHSNER RUSH HOSPITAL,250069,MS,READM-30-COPD-HRRP,74.0,nan,0.9753,18.4401,18.9067,12.0,2019-07-01,2022-06-30
OCHSNER RUSH HOSPITAL,250069,MS,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
OCHSNER RUSH HOSPITAL,250069,MS,READM-30-AMI-HRRP,88.0,nan,1.0836,13.7336,12.6745,16.0,2019-07-01,2022-06-30
MERIT HEALTH CENTRAL,250072,MS,READM-30-PN-HRRP,77.0,nan,1.0066,18.8839,18.761,15.0,2019-07-01,2022-06-30
MERIT HEALTH CENTRAL,250072,MS,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2019-07-01,2022-06-30
MERIT HEALTH CENTRAL,250072,MS,READM-30-HF-HRRP,,nan,0.9344,17.2729,18.4865,,2019-07-01,2022-06-30
MERIT HEALTH CENTRAL,250072,MS,READM-30-COPD-HRRP,,nan,0.9874,17.1475,17.3655,,2019-07-01,2022-06-30
MERIT HEALTH CENTRAL,250072,MS,READM-30-CABG-HRRP,,nan,0.9335,10.8002,11.5692,,2019-07-01,2022-06-30
MERIT HEALTH CENTRAL,250072,MS,READM-30-AMI-HRRP,109.0,nan,1.0475,17.0943,16.3185,21.0,2019-07-01,2022-06-30
WAYNE GENERAL HOSPITAL,250077,MS,READM-30-PN-HRRP,68.0,nan,1.0489,14.4955,13.8203,13.0,2019-07-01,2022-06-30
WAYNE GENERAL HOSPITAL,250077,MS,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
WAYNE GENERAL HOSPITAL,250077,MS,READM-30-HF-HRRP,,nan,0.9796,15.7347,16.062,,2019-07-01,2022-06-30
WAYNE GENERAL HOSPITAL,250077,MS,READM-30-COPD-HRRP,,1.0,,,,,2019-07-01,2022-06-30
WAYNE GENERAL HOSPITAL,250077,MS,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
WAYNE GENERAL HOSPITAL,250077,MS,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
FORREST GENERAL HOSPITAL,250078,MS,READM-30-PN-HRRP,588.0,nan,1.0746,18.8751,17.5646,116.0,2019-07-01,2022-06-30
FORREST GENERAL HOSPITAL,250078,MS,READM-30-HIP-KNEE-HRRP,459.0,nan,0.9405,4.1241,4.3847,18.0,2019-07-01,2022-06-30
FORREST GENERAL HOSPITAL,250078,MS,READM-30-HF-HRRP,673.0,nan,1.108,23.3235,21.0498,164.0,2019-07-01,2022-06-30
FORREST GENERAL HOSPITAL,250078,MS,READM-30-COPD-HRRP,268.0,nan,1.048,20.8516,19.8972,59.0,2019-07-01,2022-06-30
FORREST GENERAL HOSPITAL,250078,MS,READM-30-CABG-HRRP,191.0,nan,1.0528,9.7338,9.2454,20.0,2019-07-01,2022-06-30
FORREST GENERAL HOSPITAL,250078,MS,READM-30-AMI-HRRP,251.0,nan,1.0938,13.023,11.9066,37.0,2019-07-01,2022-06-30
ANDERSON REGIONAL MEDICAL CENTER SOUTH CAMPUS,250081,MS,READM-30-PN-HRRP,,5.0,,,,,2019-07-01,2022-06-30
ANDERSON REGIONAL MEDICAL CENTER SOUTH CAMPUS,250081,MS,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
ANDERSON REGIONAL MEDICAL CENTER SOUTH CAMPUS,250081,MS,READM-30-HF-HRRP,,5.0,,,,,2019-07-01,2022-06-30
ANDERSON REGIONAL MEDICAL CENTER SOUTH CAMPUS,250081,MS,READM-30-COPD-HRRP,,5.0,,,,,2019-07-01,2022-06-30
ANDERSON REGIONAL MEDICAL CENTER SOUTH CAMPUS,250081,MS,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
ANDERSON REGIONAL MEDICAL CENTER SOUTH CAMPUS,250081,MS,READM-30-AMI-HRRP,,5.0,,,,,2019-07-01,2022-06-30
DELTA HEALTH SYSTEM - THE MEDICAL CENTER,250082,MS,READM-30-PN-HRRP,170.0,nan,1.1212,18.3215,16.3412,39.0,2019-07-01,2022-06-30
DELTA HEALTH SYSTEM - THE MEDICAL CENTER,250082,MS,READM-30-HIP-KNEE-HRRP,,nan,0.9233,4.5049,4.8792,,2019-07-01,2022-06-30
DELTA HEALTH SYSTEM - THE MEDICAL CENTER,250082,MS,READM-30-HF-HRRP,151.0,nan,1.1223,21.3579,19.0304,40.0,2019-07-01,2022-06-30
DELTA HEALTH SYSTEM - THE MEDICAL CENTER,250082,MS,READM-30-COPD-HRRP,65.0,nan,1.0813,18.4236,17.0384,17.0,2019-07-01,2022-06-30
DELTA HEALTH SYSTEM - THE MEDICAL CENTER,250082,MS,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
DELTA HEALTH SYSTEM - THE MEDICAL CENTER,250082,MS,READM-30-AMI-HRRP,110.0,nan,1.1008,14.8103,13.4546,21.0,2019-07-01,2022-06-30
MERIT HEALTH NATCHEZ,250084,MS,READM-30-PN-HRRP,117.0,nan,0.972,16.198,16.6642,17.0,2019-07-01,2022-06-30
MERIT HEALTH NATCHEZ,250084,MS,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2019-07-01,2022-06-30
MERIT HEALTH NATCHEZ,250084,MS,READM-30-HF-HRRP,131.0,nan,1.05,21.1466,20.1404,31.0,2019-07-01,2022-06-30
MERIT HEALTH NATCHEZ,250084,MS,READM-30-COPD-HRRP,,nan,0.9787,16.37,16.726,,2019-07-01,2022-06-30
MERIT HEALTH NATCHEZ,250084,MS,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
MERIT HEALTH NATCHEZ,250084,MS,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
MARION GENERAL HOSPITAL,250085,MS,READM-30-PN-HRRP,,nan,0.9931,15.6701,15.7787,,2019-07-01,2022-06-30
MARION GENERAL HOSPITAL,250085,MS,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
MARION GENERAL HOSPITAL,250085,MS,READM-30-HF-HRRP,,nan,0.9664,18.249,18.8838,,2019-07-01,2022-06-30
MARION GENERAL HOSPITAL,250085,MS,READM-30-COPD-HRRP,,1.0,,,,,2019-07-01,2022-06-30
MARION GENERAL HOSPITAL,250085,MS,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
MARION GENERAL HOSPITAL,250085,MS,READM-30-AMI-HRRP,,5.0,,,,,2019-07-01,2022-06-30
BOLIVAR MEDICAL CENTER,250093,MS,READM-30-PN-HRRP,193.0,nan,1.0161,17.0491,16.779,34.0,2019-07-01,2022-06-30
BOLIVAR MEDICAL CENTER,250093,MS,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2019-07-01,2022-06-30
BOLIVAR MEDICAL CENTER,250093,MS,READM-30-HF-HRRP,89.0,nan,1.0216,21.9503,21.4861,21.0,2019-07-01,2022-06-30
BOLIVAR MEDICAL CENTER,250093,MS,READM-30-COPD-HRRP,80.0,nan,1.0092,18.0257,17.8621,15.0,2019-07-01,2022-06-30
BOLIVAR MEDICAL CENTER,250093,MS,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
BOLIVAR MEDICAL CENTER,250093,MS,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
MERIT HEALTH WESLEY,250094,MS,READM-30-PN-HRRP,159.0,nan,0.9721,15.6674,16.1174,23.0,2019-07-01,2022-06-30
MERIT HEALTH WESLEY,250094,MS,READM-30-HIP-KNEE-HRRP,,nan,0.9115,5.0558,5.5467,,2019-07-01,2022-06-30
MERIT HEALTH WESLEY,250094,MS,READM-30-HF-HRRP,179.0,nan,1.0951,21.7109,19.8261,45.0,2019-07-01,2022-06-30
MERIT HEALTH WESLEY,250094,MS,READM-30-COPD-HRRP,95.0,nan,0.999,19.0131,19.0315,18.0,2019-07-01,2022-06-30
MERIT HEALTH WESLEY,250094,MS,READM-30-CABG-HRRP,,nan,1.0297,10.9517,10.6354,,2019-07-01,2022-06-30
MERIT HEALTH WESLEY,250094,MS,READM-30-AMI-HRRP,,nan,0.9868,12.7165,12.8867,,2019-07-01,2022-06-30
SOUTH SUNFLOWER COUNTY HOSPITAL,250095,MS,READM-30-PN-HRRP,,nan,0.9319,13.998,15.0216,,2019-07-01,2022-06-30
SOUTH SUNFLOWER COUNTY HOSPITAL,250095,MS,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2019-07-01,2022-06-30
SOUTH SUNFLOWER COUNTY HOSPITAL,250095,MS,READM-30-HF-HRRP,,nan,0.9638,18.2687,18.9542,,2019-07-01,2022-06-30
SOUTH SUNFLOWER COUNTY HOSPITAL,250095,MS,READM-30-COPD-HRRP,,1.0,,,,,2019-07-01,2022-06-30
SOUTH SUNFLOWER COUNTY HOSPITAL,250095,MS,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
SOUTH SUNFLOWER COUNTY HOSPITAL,250095,MS,READM-30-AMI-HRRP,,1.0,,,,,2019-07-01,2022-06-30
CROSSGATES RIVER OAKS HOSPITAL,250096,MS,READM-30-PN-HRRP,,nan,1.0209,14.1532,13.864,,2019-07-01,2022-06-30
CROSSGATES RIVER OAKS HOSPITAL,250096,MS,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2019-07-01,2022-06-30
CROSSGATES RIVER OAKS HOSPITAL,250096,MS,READM-30-HF-HRRP,,nan,1.0343,20.43,19.7522,,2019-07-01,2022-06-30
CROSSGATES RIVER OAKS HOSPITAL,250096,MS,READM-30-COPD-HRRP,,nan,0.9906,17.6747,17.843,,2019-07-01,2022-06-30
CROSSGATES RIVER OAKS HOSPITAL,250096,MS,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
CROSSGATES RIVER OAKS HOSPITAL,250096,MS,READM-30-AMI-HRRP,0.0,7.0,,,,,2019-07-01,2022-06-30
SOUTHWEST MS REGIONAL MEDICAL CENTER,250097,MS,READM-30-PN-HRRP,227.0,nan,1.0593,18.0729,17.0604,45.0,2019-07-01,2022-06-30
SOUTHWEST MS REGIONAL MEDICAL CENTER,250097,MS,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2019-07-01,2022-06-30
SOUTHWEST MS REGIONAL MEDICAL CENTER,250097,MS,READM-30-HF-HRRP,149.0,nan,1.132,21.3065,18.8224,40.0,2019-07-01,2022-06-30
SOUTHWEST MS REGIONAL MEDICAL CENTER,250097,MS,READM-30-COPD-HRRP,85.0,nan,0.9909,20.7162,20.9067,17.0,2019-07-01,2022-06-30
SOUTHWEST MS REGIONAL MEDICAL CENTER,250097,MS,READM-30-CABG-HRRP,,1.0,,,,,2019-07-01,2022-06-30
SOUTHWEST MS REGIONAL MEDICAL CENTER,250097,MS,READM-30-AMI-HRRP,88.0,nan,1.1485,12.9799,11.3013,18.0,2019-07-01,2022-06-30
GREENWOOD LEFLORE HOSPITAL,250099,MS,READM-30-PN-HRRP,96.0,nan,1.0072,18.2271,18.0975,18.0,2019-07-01,2022-06-30
GREENWOOD LEFLORE HOSPITAL,250099,MS,READM-30-HIP-KNEE-HRRP,,nan,1.0707,3.9143,3.6558,,2019-07-01,2022-06-30
GREENWOOD LEFLORE HOSPITAL,250099,MS,READM-30-HF-HRRP,103.0,nan,0.9292,17.2174,18.53,13.0,2019-07-01,2022-06-30
GREENWOOD LEFLORE HOSPITAL,250099,MS,READM-30-COPD-HRRP,,nan,1.0276,18.1416,17.6539,,2019-07-01,2022-06-30
GREENWOOD LEFLORE HOSPITAL,250099,MS,READM-30-CABG-HRRP,,5.0,,,,,2019-07-01,2022-06-30
GREENWOOD LEFLORE HOSPITAL,250099,MS,READM-30-AMI-HRRP,,nan,1.0537,20.7089,19.6543,,2019-07-01,2022-06-30
BMH-GOLDEN TRIANGLE,250100,MS,READM-30-PN-HRRP,327.0,nan,1.0748,17.458,16.2424,62.0,2019-07-01,2022-06-30
BMH-GOLDEN TRIANGLE,250100,MS,READM-30-HIP-KNEE-HRRP,,nan,1.0271,4.8891,4.7603,,2019-07-01,2022-06-30
BMH-GOLDEN TRIANGLE,250100,MS,READM-30-HF-HRRP,290.0,nan,1.004,19.2188,19.1415,56.0,2019-07-01,2022-06-30
BMH-GOLDEN TRIANGLE,250100,MS,READM-30-COPD-HRRP,112.0,nan,1.0442,18.0753,17.3095,23.0,2019-07-01,2022-06-30
BMH-GOLDEN TRIANGLE,250100,MS,READM-30-CABG-HRRP,,nan,0.9618,8.7175,9.0634,,2019-07-01,2022-06-30
BMH-GOLDEN TRIANGLE,250100,MS,READM-30-AMI-HRRP,160.0,nan,0.9471,11.6323,12.2817,16.0,2019-07-01,2022-06-30
MISSISSIPPI BAPTIST MEDICAL CENTER,250102,MS,READM-30-PN-HRRP,753.0,nan,1.0517,17.7322,16.8602,137.0,2019-07-01,2022-06-30
MISSISSIPPI BAPTIST MEDICAL CENTER,250102,MS,READM-30-HIP-KNEE-HRRP,441.0,nan,0.799,3.489,4.3665,12.0,2019-07-01,2022-06-30
MISSISSIPPI BAPTIST MEDICAL CENTER,250102,MS,READM-30-HF-HRRP,776.0,nan,0.9382,18.5835,19.8079,140.0,2019-07-01,2022-06-30
MISSISSIPPI BAPTIST MEDICAL CENTER,250102,MS,READM-30-COPD-HRRP,197.0,nan,0.9482,17.9715,18.9532,32.0,2019-07-01,2022-06-30
