facility_name,facility_id,state,measurename,numberofdischarges,footnote,excessreadmissionratio,predictedreadmissionrate,expectedreadmissionrate,numberofreadmissions,start_date,end_date
DEBORAH HEART AND LUNG CENTER,310031,NJ,READM-30-HF-HRRP,510.0,nan,0.8678,18.8534,21.7262,87.0,2017-07-01,2019-12-01
DEBORAH HEART AND LUNG CENTER,310031,NJ,READM-30-HIP-KNEE-HRRP,,5.0,,,,,2017-07-01,2019-12-01
DEBORAH HEART AND LUNG CENTER,310031,NJ,READM-30-PN-HRRP,90.0,nan,1.0606,17.5609,16.5574,20.0,2017-07-01,2019-12-01
INSPIRA MEDICAL CENTER VINELAND,310032,NJ,READM-30-AMI-HRRP,163.0,nan,1.031,16.0694,15.5859,28.0,2017-07-01,2019-12-01
INSPIRA MEDICAL CENTER VINELAND,310032,NJ,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
INSPIRA MEDICAL CENTER VINELAND,310032,NJ,READM-30-COPD-HRRP,516.0,nan,1.0721,22.2136,20.7201,121.0,2017-07-01,2019-12-01
INSPIRA MEDICAL CENTER VINELAND,310032,NJ,READM-30-HF-HRRP,796.0,nan,1.1077,24.3833,22.0123,201.0,2017-07-01,2019-12-01
INSPIRA MEDICAL CENTER VINELAND,310032,NJ,READM-30-HIP-KNEE-HRRP,,nan,0.9309,4.2391,4.5537,,2017-07-01,2019-12-01
INSPIRA MEDICAL CENTER VINELAND,310032,NJ,READM-30-PN-HRRP,666.0,nan,1.1345,18.449,16.2612,132.0,2017-07-01,2019-12-01
RIVERVIEW MEDICAL CENTER,310034,NJ,READM-30-AMI-HRRP,185.0,nan,1.0115,16.3891,16.203,31.0,2017-07-01,2019-12-01
RIVERVIEW MEDICAL CENTER,310034,NJ,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
RIVERVIEW MEDICAL CENTER,310034,NJ,READM-30-COPD-HRRP,303.0,nan,1.0282,19.3228,18.7936,61.0,2017-07-01,2019-12-01
RIVERVIEW MEDICAL CENTER,310034,NJ,READM-30-HF-HRRP,503.0,nan,1.0167,22.6443,22.2728,115.0,2017-07-01,2019-12-01
RIVERVIEW MEDICAL CENTER,310034,NJ,READM-30-HIP-KNEE-HRRP,668.0,nan,0.8985,3.7301,4.1514,23.0,2017-07-01,2019-12-01
RIVERVIEW MEDICAL CENTER,310034,NJ,READM-30-PN-HRRP,452.0,nan,1.1316,19.451,17.1887,97.0,2017-07-01,2019-12-01
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,310038,NJ,READM-30-AMI-HRRP,550.0,nan,1.0268,17.3467,16.8933,97.0,2017-07-01,2019-12-01
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,310038,NJ,READM-30-CABG-HRRP,366.0,nan,1.0532,13.8996,13.198,52.0,2017-07-01,2019-12-01
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,310038,NJ,READM-30-COPD-HRRP,294.0,nan,0.9847,19.17,19.4675,55.0,2017-07-01,2019-12-01
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,310038,NJ,READM-30-HF-HRRP,1004.0,nan,0.9749,21.2824,21.8308,212.0,2017-07-01,2019-12-01
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,310038,NJ,READM-30-HIP-KNEE-HRRP,245.0,nan,1.0241,4.3156,4.2142,11.0,2017-07-01,2019-12-01
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,310038,NJ,READM-30-PN-HRRP,728.0,nan,1.0898,18.5097,16.9849,141.0,2017-07-01,2019-12-01
RARITAN BAY MEDICAL CENTER,310039,NJ,READM-30-AMI-HRRP,142.0,nan,1.0379,18.7939,18.1075,29.0,2017-07-01,2019-12-01
RARITAN BAY MEDICAL CENTER,310039,NJ,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
RARITAN BAY MEDICAL CENTER,310039,NJ,READM-30-COPD-HRRP,339.0,nan,1.1494,21.9439,19.0912,87.0,2017-07-01,2019-12-01
RARITAN BAY MEDICAL CENTER,310039,NJ,READM-30-HF-HRRP,583.0,nan,0.9939,22.1969,22.3332,129.0,2017-07-01,2019-12-01
RARITAN BAY MEDICAL CENTER,310039,NJ,READM-30-HIP-KNEE-HRRP,,nan,1.1213,5.967,5.3213,,2017-07-01,2019-12-01
RARITAN BAY MEDICAL CENTER,310039,NJ,READM-30-PN-HRRP,537.0,nan,1.092,20.0067,18.3217,114.0,2017-07-01,2019-12-01
CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER,310040,NJ,READM-30-AMI-HRRP,31.0,nan,1.057,23.8313,22.5467,11.0,2017-07-01,2019-12-01
CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER,310040,NJ,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER,310040,NJ,READM-30-COPD-HRRP,106.0,nan,1.0172,19.331,19.0034,22.0,2017-07-01,2019-12-01
CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER,310040,NJ,READM-30-HF-HRRP,96.0,nan,1.1872,26.3162,22.1658,37.0,2017-07-01,2019-12-01
CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER,310040,NJ,READM-30-HIP-KNEE-HRRP,,nan,1.0338,4.4113,4.267,,2017-07-01,2019-12-01
CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER,310040,NJ,READM-30-PN-HRRP,115.0,nan,1.0807,19.3793,17.9316,28.0,2017-07-01,2019-12-01
COMMUNITY MEDICAL CENTER,310041,NJ,READM-30-AMI-HRRP,444.0,nan,1.1146,18.79,16.8577,90.0,2017-07-01,2019-12-01
COMMUNITY MEDICAL CENTER,310041,NJ,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
COMMUNITY MEDICAL CENTER,310041,NJ,READM-30-COPD-HRRP,956.0,nan,1.032,19.481,18.8778,189.0,2017-07-01,2019-12-01
COMMUNITY MEDICAL CENTER,310041,NJ,READM-30-HF-HRRP,1278.0,nan,1.0363,22.2722,21.4917,287.0,2017-07-01,2019-12-01
COMMUNITY MEDICAL CENTER,310041,NJ,READM-30-HIP-KNEE-HRRP,370.0,nan,0.9408,4.8932,5.2009,17.0,2017-07-01,2019-12-01
COMMUNITY MEDICAL CENTER,310041,NJ,READM-30-PN-HRRP,1214.0,nan,1.0551,17.7219,16.7967,219.0,2017-07-01,2019-12-01
CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,310044,NJ,READM-30-AMI-HRRP,,nan,0.9551,15.5246,16.2538,,2017-07-01,2019-12-01
CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,310044,NJ,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,310044,NJ,READM-30-COPD-HRRP,124.0,nan,0.9936,21.437,21.5742,26.0,2017-07-01,2019-12-01
CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,310044,NJ,READM-30-HF-HRRP,303.0,nan,1.0202,21.0241,20.6085,65.0,2017-07-01,2019-12-01
CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,310044,NJ,READM-30-HIP-KNEE-HRRP,,nan,0.9848,4.8844,4.9598,,2017-07-01,2019-12-01
CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,310044,NJ,READM-30-PN-HRRP,299.0,nan,1.0556,16.1179,15.2689,52.0,2017-07-01,2019-12-01
ENGLEWOOD HOSPITAL AND MEDICAL CENTER,310045,NJ,READM-30-AMI-HRRP,294.0,nan,1.0836,16.0873,14.8463,52.0,2017-07-01,2019-12-01
ENGLEWOOD HOSPITAL AND MEDICAL CENTER,310045,NJ,READM-30-CABG-HRRP,131.0,nan,1.1727,14.8635,12.6749,23.0,2017-07-01,2019-12-01
ENGLEWOOD HOSPITAL AND MEDICAL CENTER,310045,NJ,READM-30-COPD-HRRP,243.0,nan,0.9793,18.4565,18.8475,43.0,2017-07-01,2019-12-01
ENGLEWOOD HOSPITAL AND MEDICAL CENTER,310045,NJ,READM-30-HF-HRRP,626.0,nan,1.0356,20.5653,19.859,131.0,2017-07-01,2019-12-01
ENGLEWOOD HOSPITAL AND MEDICAL CENTER,310045,NJ,READM-30-HIP-KNEE-HRRP,386.0,nan,1.1738,5.2112,4.4396,23.0,2017-07-01,2019-12-01
ENGLEWOOD HOSPITAL AND MEDICAL CENTER,310045,NJ,READM-30-PN-HRRP,678.0,nan,0.972,14.5988,15.0186,97.0,2017-07-01,2019-12-01
SHORE MEDICAL CENTER,310047,NJ,READM-30-AMI-HRRP,,nan,0.9465,16.027,16.9332,,2017-07-01,2019-12-01
SHORE MEDICAL CENTER,310047,NJ,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
SHORE MEDICAL CENTER,310047,NJ,READM-30-COPD-HRRP,272.0,nan,0.9828,19.3184,19.6557,51.0,2017-07-01,2019-12-01
SHORE MEDICAL CENTER,310047,NJ,READM-30-HF-HRRP,474.0,nan,1.0542,22.0493,20.9148,108.0,2017-07-01,2019-12-01
SHORE MEDICAL CENTER,310047,NJ,READM-30-HIP-KNEE-HRRP,481.0,nan,1.0027,3.9402,3.9295,19.0,2017-07-01,2019-12-01
SHORE MEDICAL CENTER,310047,NJ,READM-30-PN-HRRP,391.0,nan,1.1049,17.8614,16.1659,77.0,2017-07-01,2019-12-01
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL - SOMERSET,310048,NJ,READM-30-AMI-HRRP,233.0,nan,0.8779,13.9874,15.9326,25.0,2017-07-01,2019-12-01
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL - SOMERSET,310048,NJ,READM-30-CABG-HRRP,,1.0,,,,,2017-07-01,2019-12-01
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL - SOMERSET,310048,NJ,READM-30-COPD-HRRP,302.0,nan,1.076,18.7471,17.4235,63.0,2017-07-01,2019-12-01
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL - SOMERSET,310048,NJ,READM-30-HF-HRRP,752.0,nan,1.027,21.4435,20.8805,163.0,2017-07-01,2019-12-01
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL - SOMERSET,310048,NJ,READM-30-HIP-KNEE-HRRP,368.0,nan,1.1405,4.5256,3.9682,19.0,2017-07-01,2019-12-01
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL - SOMERSET,310048,NJ,READM-30-PN-HRRP,672.0,nan,0.9965,15.8113,15.8676,106.0,2017-07-01,2019-12-01
SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS,310050,NJ,READM-30-AMI-HRRP,121.0,nan,1.06,16.1652,15.2501,23.0,2017-07-01,2019-12-01
SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS,310050,NJ,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS,310050,NJ,READM-30-COPD-HRRP,209.0,nan,0.9601,18.9508,19.7374,36.0,2017-07-01,2019-12-01
SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS,310050,NJ,READM-30-HF-HRRP,624.0,nan,1.1951,24.9954,20.915,168.0,2017-07-01,2019-12-01
SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS,310050,NJ,READM-30-HIP-KNEE-HRRP,,nan,0.9588,4.0369,4.2103,,2017-07-01,2019-12-01
SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS,310050,NJ,READM-30-PN-HRRP,950.0,nan,1.0637,17.5337,16.4844,171.0,2017-07-01,2019-12-01
OVERLOOK MEDICAL CENTER,310051,NJ,READM-30-AMI-HRRP,223.0,nan,0.9526,13.3496,14.0132,27.0,2017-07-01,2019-12-01
OVERLOOK MEDICAL CENTER,310051,NJ,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
OVERLOOK MEDICAL CENTER,310051,NJ,READM-30-COPD-HRRP,262.0,nan,0.9838,17.3277,17.6123,44.0,2017-07-01,2019-12-01
OVERLOOK MEDICAL CENTER,310051,NJ,READM-30-HF-HRRP,908.0,nan,0.8636,16.5397,19.151,141.0,2017-07-01,2019-12-01
OVERLOOK MEDICAL CENTER,310051,NJ,READM-30-HIP-KNEE-HRRP,575.0,nan,0.9943,3.8437,3.8657,22.0,2017-07-01,2019-12-01
OVERLOOK MEDICAL CENTER,310051,NJ,READM-30-PN-HRRP,810.0,nan,0.8603,12.7604,14.8328,93.0,2017-07-01,2019-12-01
OCEAN MEDICAL CENTER,310052,NJ,READM-30-AMI-HRRP,231.0,nan,0.9859,15.9467,16.175,36.0,2017-07-01,2019-12-01
OCEAN MEDICAL CENTER,310052,NJ,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
OCEAN MEDICAL CENTER,310052,NJ,READM-30-COPD-HRRP,557.0,nan,1.0132,19.72,19.4639,111.0,2017-07-01,2019-12-01
OCEAN MEDICAL CENTER,310052,NJ,READM-30-HF-HRRP,1079.0,nan,1.0589,22.8177,21.5491,250.0,2017-07-01,2019-12-01
OCEAN MEDICAL CENTER,310052,NJ,READM-30-HIP-KNEE-HRRP,1060.0,nan,0.9731,4.1971,4.3129,44.0,2017-07-01,2019-12-01
OCEAN MEDICAL CENTER,310052,NJ,READM-30-PN-HRRP,921.0,nan,1.0634,18.4065,17.3088,174.0,2017-07-01,2019-12-01
HACKENSACKUMC MOUNTAINSIDE,310054,NJ,READM-30-AMI-HRRP,139.0,nan,0.9335,15.8955,17.0279,18.0,2017-07-01,2019-12-01
HACKENSACKUMC MOUNTAINSIDE,310054,NJ,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
HACKENSACKUMC MOUNTAINSIDE,310054,NJ,READM-30-COPD-HRRP,289.0,nan,0.9826,19.5711,19.9181,55.0,2017-07-01,2019-12-01
HACKENSACKUMC MOUNTAINSIDE,310054,NJ,READM-30-HF-HRRP,527.0,nan,1.0909,23.5604,21.597,130.0,2017-07-01,2019-12-01
HACKENSACKUMC MOUNTAINSIDE,310054,NJ,READM-30-HIP-KNEE-HRRP,,nan,1.1031,5.4619,4.9516,,2017-07-01,2019-12-01
HACKENSACKUMC MOUNTAINSIDE,310054,NJ,READM-30-PN-HRRP,524.0,nan,1.0678,17.4191,16.3132,96.0,2017-07-01,2019-12-01
VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,310057,NJ,READM-30-AMI-HRRP,91.0,nan,1.0513,17.5576,16.7009,19.0,2017-07-01,2019-12-01
VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,310057,NJ,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,310057,NJ,READM-30-COPD-HRRP,303.0,nan,0.9726,17.9617,18.4674,52.0,2017-07-01,2019-12-01
VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,310057,NJ,READM-30-HF-HRRP,718.0,nan,0.9467,20.1354,21.2681,141.0,2017-07-01,2019-12-01
VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,310057,NJ,READM-30-HIP-KNEE-HRRP,,nan,1.0588,3.9856,3.7643,,2017-07-01,2019-12-01
VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,310057,NJ,READM-30-PN-HRRP,565.0,nan,0.9884,15.367,15.5473,86.0,2017-07-01,2019-12-01
BERGEN NEW BRIDGE MEDICAL CENTER,310058,NJ,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
BERGEN NEW BRIDGE MEDICAL CENTER,310058,NJ,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
BERGEN NEW BRIDGE MEDICAL CENTER,310058,NJ,READM-30-COPD-HRRP,,1.0,,,,,2017-07-01,2019-12-01
BERGEN NEW BRIDGE MEDICAL CENTER,310058,NJ,READM-30-HF-HRRP,,nan,1.0063,22.3199,22.1802,,2017-07-01,2019-12-01
BERGEN NEW BRIDGE MEDICAL CENTER,310058,NJ,READM-30-HIP-KNEE-HRRP,0.0,7.0,,,,,2017-07-01,2019-12-01
BERGEN NEW BRIDGE MEDICAL CENTER,310058,NJ,READM-30-PN-HRRP,66.0,nan,1.0216,18.8616,18.4623,14.0,2017-07-01,2019-12-01
ST LUKE'S WARREN HOSPITAL,310060,NJ,READM-30-AMI-HRRP,,1.0,,,,,2017-07-01,2019-12-01
ST LUKE'S WARREN HOSPITAL,310060,NJ,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
ST LUKE'S WARREN HOSPITAL,310060,NJ,READM-30-COPD-HRRP,127.0,nan,0.9803,19.5054,19.8979,23.0,2017-07-01,2019-12-01
ST LUKE'S WARREN HOSPITAL,310060,NJ,READM-30-HF-HRRP,311.0,nan,1.1063,24.8095,22.4258,84.0,2017-07-01,2019-12-01
ST LUKE'S WARREN HOSPITAL,310060,NJ,READM-30-HIP-KNEE-HRRP,,nan,0.9119,3.6451,3.9973,,2017-07-01,2019-12-01
ST LUKE'S WARREN HOSPITAL,310060,NJ,READM-30-PN-HRRP,275.0,nan,1.0317,17.7261,17.1818,51.0,2017-07-01,2019-12-01
VIRTUA WILLINGBORO HOSPITAL,310061,NJ,READM-30-AMI-HRRP,,nan,1.0633,18.0597,16.9845,,2017-07-01,2019-12-01
VIRTUA WILLINGBORO HOSPITAL,310061,NJ,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
VIRTUA WILLINGBORO HOSPITAL,310061,NJ,READM-30-COPD-HRRP,161.0,nan,1.0462,19.8619,18.9848,36.0,2017-07-01,2019-12-01
VIRTUA WILLINGBORO HOSPITAL,310061,NJ,READM-30-HF-HRRP,230.0,nan,1.0244,21.4868,20.9754,51.0,2017-07-01,2019-12-01
VIRTUA WILLINGBORO HOSPITAL,310061,NJ,READM-30-HIP-KNEE-HRRP,,nan,1.0196,4.1378,4.0581,,2017-07-01,2019-12-01
VIRTUA WILLINGBORO HOSPITAL,310061,NJ,READM-30-PN-HRRP,193.0,nan,0.9822,16.2063,16.4995,30.0,2017-07-01,2019-12-01
ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,310064,NJ,READM-30-AMI-HRRP,601.0,nan,0.903,14.3047,15.841,80.0,2017-07-01,2019-12-01
ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,310064,NJ,READM-30-CABG-HRRP,141.0,nan,0.8342,10.5213,12.6116,11.0,2017-07-01,2019-12-01
ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,310064,NJ,READM-30-COPD-HRRP,547.0,nan,1.0546,20.1615,19.1169,115.0,2017-07-01,2019-12-01
ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,310064,NJ,READM-30-HF-HRRP,1092.0,nan,1.0543,23.5761,22.3623,261.0,2017-07-01,2019-12-01
ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,310064,NJ,READM-30-HIP-KNEE-HRRP,1706.0,nan,0.8432,3.6954,4.3828,60.0,2017-07-01,2019-12-01
ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,310064,NJ,READM-30-PN-HRRP,862.0,nan,1.0474,17.94,17.1275,158.0,2017-07-01,2019-12-01
INSPIRA MEDICAL CENTER ELMER,310069,NJ,READM-30-AMI-HRRP,,nan,1.0698,17.3658,16.2329,,2017-07-01,2019-12-01
INSPIRA MEDICAL CENTER ELMER,310069,NJ,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
INSPIRA MEDICAL CENTER ELMER,310069,NJ,READM-30-COPD-HRRP,131.0,nan,1.0288,19.4671,18.9226,28.0,2017-07-01,2019-12-01
INSPIRA MEDICAL CENTER ELMER,310069,NJ,READM-30-HF-HRRP,202.0,nan,1.0578,21.9298,20.7323,48.0,2017-07-01,2019-12-01
INSPIRA MEDICAL CENTER ELMER,310069,NJ,READM-30-HIP-KNEE-HRRP,,nan,1.1038,4.0071,3.6303,,2017-07-01,2019-12-01
INSPIRA MEDICAL CENTER ELMER,310069,NJ,READM-30-PN-HRRP,167.0,nan,1.0617,16.0367,15.1052,31.0,2017-07-01,2019-12-01
SAINT PETER'S UNIVERSITY HOSPITAL,310070,NJ,READM-30-AMI-HRRP,73.0,nan,1.0468,18.1163,17.306,16.0,2017-07-01,2019-12-01
SAINT PETER'S UNIVERSITY HOSPITAL,310070,NJ,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
SAINT PETER'S UNIVERSITY HOSPITAL,310070,NJ,READM-30-COPD-HRRP,194.0,nan,1.0426,20.2536,19.427,43.0,2017-07-01,2019-12-01
SAINT PETER'S UNIVERSITY HOSPITAL,310070,NJ,READM-30-HF-HRRP,361.0,nan,0.9295,18.7467,20.1684,63.0,2017-07-01,2019-12-01
SAINT PETER'S UNIVERSITY HOSPITAL,310070,NJ,READM-30-HIP-KNEE-HRRP,339.0,nan,1.009,3.7879,3.7539,13.0,2017-07-01,2019-12-01
SAINT PETER'S UNIVERSITY HOSPITAL,310070,NJ,READM-30-PN-HRRP,403.0,nan,1.0751,16.8384,15.6625,73.0,2017-07-01,2019-12-01
JERSEY SHORE UNIVERSITY MEDICAL CENTER,310073,NJ,READM-30-AMI-HRRP,877.0,nan,1.0035,17.0799,17.0204,150.0,2017-07-01,2019-12-01
JERSEY SHORE UNIVERSITY MEDICAL CENTER,310073,NJ,READM-30-CABG-HRRP,380.0,nan,0.9244,11.4901,12.4294,42.0,2017-07-01,2019-12-01
JERSEY SHORE UNIVERSITY MEDICAL CENTER,310073,NJ,READM-30-COPD-HRRP,362.0,nan,1.0627,21.6759,20.398,84.0,2017-07-01,2019-12-01
JERSEY SHORE UNIVERSITY MEDICAL CENTER,310073,NJ,READM-30-HF-HRRP,1321.0,nan,0.9558,21.2706,22.2548,278.0,2017-07-01,2019-12-01
JERSEY SHORE UNIVERSITY MEDICAL CENTER,310073,NJ,READM-30-HIP-KNEE-HRRP,605.0,nan,1.0203,4.4033,4.3159,27.0,2017-07-01,2019-12-01
JERSEY SHORE UNIVERSITY MEDICAL CENTER,310073,NJ,READM-30-PN-HRRP,886.0,nan,1.0376,18.2071,17.547,164.0,2017-07-01,2019-12-01
JERSEY CITY MEDICAL CENTER,310074,NJ,READM-30-AMI-HRRP,115.0,nan,1.0206,16.3247,15.9958,20.0,2017-07-01,2019-12-01
JERSEY CITY MEDICAL CENTER,310074,NJ,READM-30-CABG-HRRP,,nan,1.0243,12.756,12.4532,,2017-07-01,2019-12-01
JERSEY CITY MEDICAL CENTER,310074,NJ,READM-30-COPD-HRRP,140.0,nan,0.9682,18.4667,19.0729,23.0,2017-07-01,2019-12-01
JERSEY CITY MEDICAL CENTER,310074,NJ,READM-30-HF-HRRP,234.0,nan,1.0402,23.6407,22.7273,58.0,2017-07-01,2019-12-01
JERSEY CITY MEDICAL CENTER,310074,NJ,READM-30-HIP-KNEE-HRRP,,nan,1.0814,4.7355,4.3791,,2017-07-01,2019-12-01
JERSEY CITY MEDICAL CENTER,310074,NJ,READM-30-PN-HRRP,176.0,nan,0.929,14.9135,16.0538,21.0,2017-07-01,2019-12-01
MONMOUTH MEDICAL CENTER,310075,NJ,READM-30-AMI-HRRP,,nan,1.0105,16.4654,16.294,,2017-07-01,2019-12-01
MONMOUTH MEDICAL CENTER,310075,NJ,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
MONMOUTH MEDICAL CENTER,310075,NJ,READM-30-COPD-HRRP,143.0,nan,1.0365,22.8491,22.0453,36.0,2017-07-01,2019-12-01
MONMOUTH MEDICAL CENTER,310075,NJ,READM-30-HF-HRRP,366.0,nan,0.9463,20.3835,21.5407,71.0,2017-07-01,2019-12-01
MONMOUTH MEDICAL CENTER,310075,NJ,READM-30-HIP-KNEE-HRRP,440.0,nan,0.9761,3.9623,4.0592,17.0,2017-07-01,2019-12-01
MONMOUTH MEDICAL CENTER,310075,NJ,READM-30-PN-HRRP,305.0,nan,1.0124,17.4109,17.1974,54.0,2017-07-01,2019-12-01
SAINT BARNABAS MEDICAL CENTER,310076,NJ,READM-30-AMI-HRRP,231.0,nan,1.0173,17.3019,17.0084,41.0,2017-07-01,2019-12-01
SAINT BARNABAS MEDICAL CENTER,310076,NJ,READM-30-CABG-HRRP,,nan,0.8986,10.6951,11.902,,2017-07-01,2019-12-01
SAINT BARNABAS MEDICAL CENTER,310076,NJ,READM-30-COPD-HRRP,290.0,nan,0.9876,18.3076,18.5368,52.0,2017-07-01,2019-12-01
SAINT BARNABAS MEDICAL CENTER,310076,NJ,READM-30-HF-HRRP,836.0,nan,0.9815,21.0794,21.4761,175.0,2017-07-01,2019-12-01
SAINT BARNABAS MEDICAL CENTER,310076,NJ,READM-30-HIP-KNEE-HRRP,,nan,1.0501,4.3711,4.1627,,2017-07-01,2019-12-01
SAINT BARNABAS MEDICAL CENTER,310076,NJ,READM-30-PN-HRRP,678.0,nan,1.0454,17.373,16.6182,121.0,2017-07-01,2019-12-01
EAST ORANGE GENERAL HOSPITAL,310083,NJ,READM-30-AMI-HRRP,37.0,nan,1.0645,23.9378,22.4877,13.0,2017-07-01,2019-12-01
EAST ORANGE GENERAL HOSPITAL,310083,NJ,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
EAST ORANGE GENERAL HOSPITAL,310083,NJ,READM-30-COPD-HRRP,112.0,nan,1.0138,22.9728,22.6596,27.0,2017-07-01,2019-12-01
EAST ORANGE GENERAL HOSPITAL,310083,NJ,READM-30-HF-HRRP,151.0,nan,1.0292,23.8738,23.197,38.0,2017-07-01,2019-12-01
EAST ORANGE GENERAL HOSPITAL,310083,NJ,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2017-07-01,2019-12-01
EAST ORANGE GENERAL HOSPITAL,310083,NJ,READM-30-PN-HRRP,194.0,nan,1.1952,24.2861,20.3201,61.0,2017-07-01,2019-12-01
MONMOUTH MEDICAL CENTER - SOUTHERN CAMPUS,310084,NJ,READM-30-AMI-HRRP,,nan,0.9814,17.5359,17.8677,,2017-07-01,2019-12-01
MONMOUTH MEDICAL CENTER - SOUTHERN CAMPUS,310084,NJ,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
MONMOUTH MEDICAL CENTER - SOUTHERN CAMPUS,310084,NJ,READM-30-COPD-HRRP,143.0,nan,0.9625,18.4241,19.141,23.0,2017-07-01,2019-12-01
MONMOUTH MEDICAL CENTER - SOUTHERN CAMPUS,310084,NJ,READM-30-HF-HRRP,279.0,nan,1.094,23.6586,21.626,72.0,2017-07-01,2019-12-01
MONMOUTH MEDICAL CENTER - SOUTHERN CAMPUS,310084,NJ,READM-30-HIP-KNEE-HRRP,,1.0,,,,,2017-07-01,2019-12-01
MONMOUTH MEDICAL CENTER - SOUTHERN CAMPUS,310084,NJ,READM-30-PN-HRRP,432.0,nan,1.051,18.8312,17.9172,85.0,2017-07-01,2019-12-01
JEFFERSON STRATFORD HOSPITAL,310086,NJ,READM-30-AMI-HRRP,141.0,nan,1.0559,18.9399,17.9379,30.0,2017-07-01,2019-12-01
JEFFERSON STRATFORD HOSPITAL,310086,NJ,READM-30-CABG-HRRP,,5.0,,,,,2017-07-01,2019-12-01
JEFFERSON STRATFORD HOSPITAL,310086,NJ,READM-30-COPD-HRRP,667.0,nan,1.0439,20.5604,19.6956,141.0,2017-07-01,2019-12-01
JEFFERSON STRATFORD HOSPITAL,310086,NJ,READM-30-HF-HRRP,1209.0,nan,1.0855,23.8616,21.9829,294.0,2017-07-01,2019-12-01
