facility_id,facility_name,state,measure_name,start_date,end_date,FY
450604,HILL COUNTRY MEMORIAL HOSPITAL,TX,READM-30-AMI-HRRP,2018-07-01,2021-06-30,2023
450605,CARE REGIONAL MEDICAL CENTER,TX,READM-30-PN-HRRP,2018-07-01,2021-06-30,2023
450605,CARE REGIONAL MEDICAL CENTER,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450605,CARE REGIONAL MEDICAL CENTER,TX,READM-30-HF-HRRP,2018-07-01,2021-06-30,2023
450605,CARE REGIONAL MEDICAL CENTER,TX,READM-30-COPD-HRRP,2018-07-01,2021-06-30,2023
450605,CARE REGIONAL MEDICAL CENTER,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450605,CARE REGIONAL MEDICAL CENTER,TX,READM-30-AMI-HRRP,2018-07-01,2021-06-30,2023
450610,MEMORIAL HERMANN MEMORIAL CITY HOSPITAL,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450617,HCA HOUSTON HEALTHCARE CLEAR LAKE,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450634,MEDICAL CITY DENTON,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450634,MEDICAL CITY DENTON,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450638,HCA HOUSTON HEALTHCARE NORTHWEST,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450638,HCA HOUSTON HEALTHCARE NORTHWEST,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450638,HCA HOUSTON HEALTHCARE NORTHWEST,TX,READM-30-AMI-HRRP,2018-07-01,2021-06-30,2023
450639,TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450639,TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450639,TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,TX,READM-30-AMI-HRRP,2018-07-01,2021-06-30,2023
450641,NOCONA GENERAL HOSPITAL,TX,READM-30-PN-HRRP,2018-07-01,2021-06-30,2023
450641,NOCONA GENERAL HOSPITAL,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450641,NOCONA GENERAL HOSPITAL,TX,READM-30-HF-HRRP,2018-07-01,2021-06-30,2023
450641,NOCONA GENERAL HOSPITAL,TX,READM-30-COPD-HRRP,2018-07-01,2021-06-30,2023
450641,NOCONA GENERAL HOSPITAL,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450641,NOCONA GENERAL HOSPITAL,TX,READM-30-AMI-HRRP,2018-07-01,2021-06-30,2023
450643,DOCTORS HOSPITAL OF LAREDO,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450643,DOCTORS HOSPITAL OF LAREDO,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450644,HCA HOUSTON HEALTHCARE WEST,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450644,HCA HOUSTON HEALTHCARE WEST,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450651,MEDICAL CITY PLANO,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450653,"SCENIC MOUNTAIN MEDICAL CENTER, A STEWARD FAMILY H",TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450653,"SCENIC MOUNTAIN MEDICAL CENTER, A STEWARD FAMILY H",TX,READM-30-COPD-HRRP,2018-07-01,2021-06-30,2023
450653,"SCENIC MOUNTAIN MEDICAL CENTER, A STEWARD FAMILY H",TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450653,"SCENIC MOUNTAIN MEDICAL CENTER, A STEWARD FAMILY H",TX,READM-30-AMI-HRRP,2018-07-01,2021-06-30,2023
450654,STARR COUNTY MEMORIAL HOSPITAL,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450654,STARR COUNTY MEMORIAL HOSPITAL,TX,READM-30-HF-HRRP,2018-07-01,2021-06-30,2023
450654,STARR COUNTY MEMORIAL HOSPITAL,TX,READM-30-COPD-HRRP,2018-07-01,2021-06-30,2023
450654,STARR COUNTY MEMORIAL HOSPITAL,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450654,STARR COUNTY MEMORIAL HOSPITAL,TX,READM-30-AMI-HRRP,2018-07-01,2021-06-30,2023
450656,NACOGDOCHES MEDICAL CENTER,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450656,NACOGDOCHES MEDICAL CENTER,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450658,FREESTONE MEDICAL CENTER,TX,READM-30-PN-HRRP,2018-07-01,2021-06-30,2023
450658,FREESTONE MEDICAL CENTER,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450658,FREESTONE MEDICAL CENTER,TX,READM-30-HF-HRRP,2018-07-01,2021-06-30,2023
450658,FREESTONE MEDICAL CENTER,TX,READM-30-COPD-HRRP,2018-07-01,2021-06-30,2023
450658,FREESTONE MEDICAL CENTER,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450658,FREESTONE MEDICAL CENTER,TX,READM-30-AMI-HRRP,2018-07-01,2021-06-30,2023
450659,HCA HOUSTON HEALTHCARE MEDICAL CENTER,TX,READM-30-PN-HRRP,2018-07-01,2021-06-30,2023
450659,HCA HOUSTON HEALTHCARE MEDICAL CENTER,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450659,HCA HOUSTON HEALTHCARE MEDICAL CENTER,TX,READM-30-COPD-HRRP,2018-07-01,2021-06-30,2023
450659,HCA HOUSTON HEALTHCARE MEDICAL CENTER,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450659,HCA HOUSTON HEALTHCARE MEDICAL CENTER,TX,READM-30-AMI-HRRP,2018-07-01,2021-06-30,2023
450661,ODESSA REGIONAL MEDICAL CENTER,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450661,ODESSA REGIONAL MEDICAL CENTER,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450661,ODESSA REGIONAL MEDICAL CENTER,TX,READM-30-AMI-HRRP,2018-07-01,2021-06-30,2023
450662,VALLEY REGIONAL MEDICAL CENTER,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450662,VALLEY REGIONAL MEDICAL CENTER,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450668,SIERRA MEDICAL CENTER,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450668,SIERRA MEDICAL CENTER,TX,READM-30-AMI-HRRP,2018-07-01,2021-06-30,2023
450669,MEDICAL CITY LEWISVILLE,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450669,MEDICAL CITY LEWISVILLE,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450670,HCA HOUSTON HEALTHCARE TOMBALL,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450670,HCA HOUSTON HEALTHCARE TOMBALL,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450672,MEDICAL CITY FORT WORTH,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450672,MEDICAL CITY FORT WORTH,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450674,"WOMANS HOSPITAL OF TEXAS,THE",TX,READM-30-PN-HRRP,2018-07-01,2021-06-30,2023
450674,"WOMANS HOSPITAL OF TEXAS,THE",TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450674,"WOMANS HOSPITAL OF TEXAS,THE",TX,READM-30-HF-HRRP,2018-07-01,2021-06-30,2023
450674,"WOMANS HOSPITAL OF TEXAS,THE",TX,READM-30-COPD-HRRP,2018-07-01,2021-06-30,2023
450674,"WOMANS HOSPITAL OF TEXAS,THE",TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450674,"WOMANS HOSPITAL OF TEXAS,THE",TX,READM-30-AMI-HRRP,2018-07-01,2021-06-30,2023
450675,MEDICAL CITY ARLINGTON,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450675,MEDICAL CITY ARLINGTON,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450677,TEXAS HEALTH HUGULEY HOSPITAL FORT WORTH SOUTH,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450677,TEXAS HEALTH HUGULEY HOSPITAL FORT WORTH SOUTH,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450678,BAYLOR SCOTT & WHITE MEDICAL CENTER-WHITE ROCK,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450678,BAYLOR SCOTT & WHITE MEDICAL CENTER-WHITE ROCK,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450678,BAYLOR SCOTT & WHITE MEDICAL CENTER-WHITE ROCK,TX,READM-30-AMI-HRRP,2018-07-01,2021-06-30,2023
450684,MEMORIAL HERMANN NORTHEAST HOSPITAL,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450684,MEMORIAL HERMANN NORTHEAST HOSPITAL,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450686,UNIVERSITY MEDICAL CENTER,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450688,DALLAS REGIONAL MEDICAL CENTER,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450688,DALLAS REGIONAL MEDICAL CENTER,TX,READM-30-COPD-HRRP,2018-07-01,2021-06-30,2023
450688,DALLAS REGIONAL MEDICAL CENTER,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450688,DALLAS REGIONAL MEDICAL CENTER,TX,READM-30-AMI-HRRP,2018-07-01,2021-06-30,2023
450690,THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450690,THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,TX,READM-30-HF-HRRP,2018-07-01,2021-06-30,2023
450690,THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,TX,READM-30-COPD-HRRP,2018-07-01,2021-06-30,2023
450690,THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450690,THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,TX,READM-30-AMI-HRRP,2018-07-01,2021-06-30,2023
450694,EL CAMPO MEMORIAL HOSPITAL,TX,READM-30-PN-HRRP,2018-07-01,2021-06-30,2023
450694,EL CAMPO MEMORIAL HOSPITAL,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450694,EL CAMPO MEMORIAL HOSPITAL,TX,READM-30-COPD-HRRP,2018-07-01,2021-06-30,2023
450694,EL CAMPO MEMORIAL HOSPITAL,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450694,EL CAMPO MEMORIAL HOSPITAL,TX,READM-30-AMI-HRRP,2018-07-01,2021-06-30,2023
450697,TEXAS VISTA MEDICAL CENTER,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450697,TEXAS VISTA MEDICAL CENTER,TX,READM-30-COPD-HRRP,2018-07-01,2021-06-30,2023
450697,TEXAS VISTA MEDICAL CENTER,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450698,LAMB HEALTHCARE CENTER,TX,READM-30-PN-HRRP,2018-07-01,2021-06-30,2023
450698,LAMB HEALTHCARE CENTER,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450698,LAMB HEALTHCARE CENTER,TX,READM-30-HF-HRRP,2018-07-01,2021-06-30,2023
450698,LAMB HEALTHCARE CENTER,TX,READM-30-COPD-HRRP,2018-07-01,2021-06-30,2023
450698,LAMB HEALTHCARE CENTER,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450698,LAMB HEALTHCARE CENTER,TX,READM-30-AMI-HRRP,2018-07-01,2021-06-30,2023
450702,LONGVIEW REGIONAL MEDICAL CENTER,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450709,HOUSTON METHODIST CLEAR LAKE HOSPITAL,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450709,HOUSTON METHODIST CLEAR LAKE HOSPITAL,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450711,RIO GRANDE REGIONAL HOSPITAL,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450711,RIO GRANDE REGIONAL HOSPITAL,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450711,RIO GRANDE REGIONAL HOSPITAL,TX,READM-30-AMI-HRRP,2018-07-01,2021-06-30,2023
450713,ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450713,ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450718,ROUND ROCK MEDICAL CENTER,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450718,ROUND ROCK MEDICAL CENTER,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450723,METHODIST CHARLTON MEDICAL CENTER,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450723,METHODIST CHARLTON MEDICAL CENTER,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450730,SANA HEALTHCARE CARROLLTON D/B/A CARROLLTON REGIONAL MEDICAL CENTER,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450730,SANA HEALTHCARE CARROLLTON D/B/A CARROLLTON REGIONAL MEDICAL CENTER,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450730,SANA HEALTHCARE CARROLLTON D/B/A CARROLLTON REGIONAL MEDICAL CENTER,TX,READM-30-AMI-HRRP,2018-07-01,2021-06-30,2023
450742,BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450742,BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450742,BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,TX,READM-30-AMI-HRRP,2018-07-01,2021-06-30,2023
450743,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450743,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450747,PALESTINE REGIONAL MEDICAL CENTER,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450747,PALESTINE REGIONAL MEDICAL CENTER,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450747,PALESTINE REGIONAL MEDICAL CENTER,TX,READM-30-AMI-HRRP,2018-07-01,2021-06-30,2023
450755,COVENANT HOSPITAL LEVELLAND,TX,READM-30-PN-HRRP,2018-07-01,2021-06-30,2023
450755,COVENANT HOSPITAL LEVELLAND,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450755,COVENANT HOSPITAL LEVELLAND,TX,READM-30-HF-HRRP,2018-07-01,2021-06-30,2023
450755,COVENANT HOSPITAL LEVELLAND,TX,READM-30-COPD-HRRP,2018-07-01,2021-06-30,2023
450755,COVENANT HOSPITAL LEVELLAND,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450755,COVENANT HOSPITAL LEVELLAND,TX,READM-30-AMI-HRRP,2018-07-01,2021-06-30,2023
450771,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450774,TOPS SURGICAL SPECIALTY HOSPITAL,TX,READM-30-PN-HRRP,2018-07-01,2021-06-30,2023
450774,TOPS SURGICAL SPECIALTY HOSPITAL,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450774,TOPS SURGICAL SPECIALTY HOSPITAL,TX,READM-30-HF-HRRP,2018-07-01,2021-06-30,2023
450774,TOPS SURGICAL SPECIALTY HOSPITAL,TX,READM-30-COPD-HRRP,2018-07-01,2021-06-30,2023
450774,TOPS SURGICAL SPECIALTY HOSPITAL,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450774,TOPS SURGICAL SPECIALTY HOSPITAL,TX,READM-30-AMI-HRRP,2018-07-01,2021-06-30,2023
450775,HCA HOUSTON HEALTHCARE KINGWOOD,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450779,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450779,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,TX,READM-30-AMI-HRRP,2018-07-01,2021-06-30,2023
450788,"CORPUS CHRISTI MEDICAL CENTER,THE",TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450788,"CORPUS CHRISTI MEDICAL CENTER,THE",TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450801,CHRISTUS ST MICHAEL HEALTH SYSTEM,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450803,UNITED MEMORIAL MEDICAL CENTER,TX,READM-30-PN-HRRP,2018-07-01,2021-06-30,2023
450803,UNITED MEMORIAL MEDICAL CENTER,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450803,UNITED MEMORIAL MEDICAL CENTER,TX,READM-30-HF-HRRP,2018-07-01,2021-06-30,2023
450803,UNITED MEMORIAL MEDICAL CENTER,TX,READM-30-COPD-HRRP,2018-07-01,2021-06-30,2023
450803,UNITED MEMORIAL MEDICAL CENTER,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450803,UNITED MEMORIAL MEDICAL CENTER,TX,READM-30-AMI-HRRP,2018-07-01,2021-06-30,2023
450804,TEXAS ORTHOPEDIC HOSPITAL,TX,READM-30-PN-HRRP,2018-07-01,2021-06-30,2023
450804,TEXAS ORTHOPEDIC HOSPITAL,TX,READM-30-HF-HRRP,2018-07-01,2021-06-30,2023
450804,TEXAS ORTHOPEDIC HOSPITAL,TX,READM-30-COPD-HRRP,2018-07-01,2021-06-30,2023
450804,TEXAS ORTHOPEDIC HOSPITAL,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450804,TEXAS ORTHOPEDIC HOSPITAL,TX,READM-30-AMI-HRRP,2018-07-01,2021-06-30,2023
450808,NORTHWEST HILLS SURGICAL HOSPITAL,TX,READM-30-PN-HRRP,2018-07-01,2021-06-30,2023
450808,NORTHWEST HILLS SURGICAL HOSPITAL,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450808,NORTHWEST HILLS SURGICAL HOSPITAL,TX,READM-30-HF-HRRP,2018-07-01,2021-06-30,2023
450808,NORTHWEST HILLS SURGICAL HOSPITAL,TX,READM-30-COPD-HRRP,2018-07-01,2021-06-30,2023
450808,NORTHWEST HILLS SURGICAL HOSPITAL,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450808,NORTHWEST HILLS SURGICAL HOSPITAL,TX,READM-30-AMI-HRRP,2018-07-01,2021-06-30,2023
450809,NORTH AUSTIN MEDICAL CENTER,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450820,HOUSTON METHODIST SUGARLAND HOSPITAL,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450820,HOUSTON METHODIST SUGARLAND HOSPITAL,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450822,MEDICAL CITY LAS COLINAS,TX,READM-30-PN-HRRP,2018-07-01,2021-06-30,2023
450822,MEDICAL CITY LAS COLINAS,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450822,MEDICAL CITY LAS COLINAS,TX,READM-30-COPD-HRRP,2018-07-01,2021-06-30,2023
450822,MEDICAL CITY LAS COLINAS,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450822,MEDICAL CITY LAS COLINAS,TX,READM-30-AMI-HRRP,2018-07-01,2021-06-30,2023
450825,CORNERSTONE REGIONAL HOSPITAL,TX,READM-30-PN-HRRP,2018-07-01,2021-06-30,2023
450825,CORNERSTONE REGIONAL HOSPITAL,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450825,CORNERSTONE REGIONAL HOSPITAL,TX,READM-30-HF-HRRP,2018-07-01,2021-06-30,2023
450825,CORNERSTONE REGIONAL HOSPITAL,TX,READM-30-COPD-HRRP,2018-07-01,2021-06-30,2023
450825,CORNERSTONE REGIONAL HOSPITAL,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450825,CORNERSTONE REGIONAL HOSPITAL,TX,READM-30-AMI-HRRP,2018-07-01,2021-06-30,2023
450827,KELL WEST REGIONAL HOSPITAL,TX,READM-30-PN-HRRP,2018-07-01,2021-06-30,2023
450827,KELL WEST REGIONAL HOSPITAL,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450827,KELL WEST REGIONAL HOSPITAL,TX,READM-30-HF-HRRP,2018-07-01,2021-06-30,2023
450827,KELL WEST REGIONAL HOSPITAL,TX,READM-30-COPD-HRRP,2018-07-01,2021-06-30,2023
450827,KELL WEST REGIONAL HOSPITAL,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450827,KELL WEST REGIONAL HOSPITAL,TX,READM-30-AMI-HRRP,2018-07-01,2021-06-30,2023
450828,CHRISTUS SPOHN HOSPITAL ALICE,TX,READM-30-PN-HRRP,2018-07-01,2021-06-30,2023
450828,CHRISTUS SPOHN HOSPITAL ALICE,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450828,CHRISTUS SPOHN HOSPITAL ALICE,TX,READM-30-COPD-HRRP,2018-07-01,2021-06-30,2023
450828,CHRISTUS SPOHN HOSPITAL ALICE,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450828,CHRISTUS SPOHN HOSPITAL ALICE,TX,READM-30-AMI-HRRP,2018-07-01,2021-06-30,2023
450831,SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON,TX,READM-30-PN-HRRP,2018-07-01,2021-06-30,2023
450831,SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450831,SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON,TX,READM-30-HF-HRRP,2018-07-01,2021-06-30,2023
450831,SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON,TX,READM-30-COPD-HRRP,2018-07-01,2021-06-30,2023
450831,SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450831,SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON,TX,READM-30-AMI-HRRP,2018-07-01,2021-06-30,2023
450833,ENNIS REGIONAL MEDICAL CENTER,TX,READM-30-PN-HRRP,2018-07-01,2021-06-30,2023
450833,ENNIS REGIONAL MEDICAL CENTER,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450833,ENNIS REGIONAL MEDICAL CENTER,TX,READM-30-HF-HRRP,2018-07-01,2021-06-30,2023
450833,ENNIS REGIONAL MEDICAL CENTER,TX,READM-30-COPD-HRRP,2018-07-01,2021-06-30,2023
450833,ENNIS REGIONAL MEDICAL CENTER,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450833,ENNIS REGIONAL MEDICAL CENTER,TX,READM-30-AMI-HRRP,2018-07-01,2021-06-30,2023
450834,"PHYSICIANS CENTRE,THE",TX,READM-30-PN-HRRP,2018-07-01,2021-06-30,2023
450834,"PHYSICIANS CENTRE,THE",TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450834,"PHYSICIANS CENTRE,THE",TX,READM-30-HF-HRRP,2018-07-01,2021-06-30,2023
450834,"PHYSICIANS CENTRE,THE",TX,READM-30-COPD-HRRP,2018-07-01,2021-06-30,2023
450834,"PHYSICIANS CENTRE,THE",TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450834,"PHYSICIANS CENTRE,THE",TX,READM-30-AMI-HRRP,2018-07-01,2021-06-30,2023
450840,TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450840,TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,TX,READM-30-COPD-HRRP,2018-07-01,2021-06-30,2023
450840,TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450840,TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,TX,READM-30-AMI-HRRP,2018-07-01,2021-06-30,2023
450844,HOUSTON METHODIST WILLOWBROOK HOSPITAL,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450847,MEMORIAL HERMANN KATY HOSPITAL,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450847,MEMORIAL HERMANN KATY HOSPITAL,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450847,MEMORIAL HERMANN KATY HOSPITAL,TX,READM-30-AMI-HRRP,2018-07-01,2021-06-30,2023
450848,MEMORIAL HERMANN SUGAR LAND HOSPITAL,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450848,MEMORIAL HERMANN SUGAR LAND HOSPITAL,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450848,MEMORIAL HERMANN SUGAR LAND HOSPITAL,TX,READM-30-AMI-HRRP,2018-07-01,2021-06-30,2023
450851,BAYLOR SCOTT & WHITE HEART & VASCULAR HOSPITAL - DALLAS,TX,READM-30-PN-HRRP,2018-07-01,2021-06-30,2023
450851,BAYLOR SCOTT & WHITE HEART & VASCULAR HOSPITAL - DALLAS,TX,READM-30-HIP-KNEE-HRRP,2018-07-01,2021-06-30,2023
450851,BAYLOR SCOTT & WHITE HEART & VASCULAR HOSPITAL - DALLAS,TX,READM-30-COPD-HRRP,2018-07-01,2021-06-30,2023
450851,BAYLOR SCOTT & WHITE HEART & VASCULAR HOSPITAL - DALLAS,TX,READM-30-CABG-HRRP,2018-07-01,2021-06-30,2023
450853,BAYLOR SCOTT & WHITE MEDICAL CENTER - FRISCO,TX,READM-30-PN-HRRP,2018-07-01,2021-06-30,2023
450853,BAYLOR SCOTT & WHITE MEDICAL CENTER - FRISCO,TX,READM-30-HF-HRRP,2018-07-01,2021-06-30,2023
