FY,facility_id,facility_name,state,measure_name,err,number_of_discharges,number_of_readmissions,rank_by_err
2023,330226,UNITY HOSPITAL,NY,READM-30-HF-HRRP,1.1107,337.0,88.0,1439.0
2023,330226,UNITY HOSPITAL,NY,READM-30-COPD-HRRP,1.11,117.0,33.0,1159.0
2023,330226,UNITY HOSPITAL,NY,READM-30-AMI-HRRP,0.9889,71.0,11.0,430.0
2023,330229,"BROOKS-TLC HOSPITAL SYSTEM, INC",NY,READM-30-HF-HRRP,1.0588,64.0,17.0,1191.0
2023,330231,QUEENS HOSPITAL CENTER,NY,READM-30-PN-HRRP,1.1306,120.0,34.0,1420.0
2023,330231,QUEENS HOSPITAL CENTER,NY,READM-30-HF-HRRP,0.9734,82.0,16.0,578.0
2023,330231,QUEENS HOSPITAL CENTER,NY,READM-30-COPD-HRRP,1.0138,48.0,11.0,666.0
2023,330233,BROOKDALE HOSPITAL MEDICAL CENTER,NY,READM-30-PN-HRRP,1.0668,83.0,22.0,1197.0
2023,330233,BROOKDALE HOSPITAL MEDICAL CENTER,NY,READM-30-HF-HRRP,1.0155,162.0,38.0,888.0
2023,330233,BROOKDALE HOSPITAL MEDICAL CENTER,NY,READM-30-COPD-HRRP,1.0316,87.0,25.0,802.0
2023,330234,WESTCHESTER MEDICAL CENTER,NY,READM-30-PN-HRRP,1.002,243.0,39.0,714.0
2023,330234,WESTCHESTER MEDICAL CENTER,NY,READM-30-HIP-KNEE-HRRP,1.116,246.0,14.0,437.0
2023,330234,WESTCHESTER MEDICAL CENTER,NY,READM-30-HF-HRRP,1.0614,342.0,79.0,1204.0
2023,330234,WESTCHESTER MEDICAL CENTER,NY,READM-30-COPD-HRRP,0.997,107.0,19.0,524.0
2023,330234,WESTCHESTER MEDICAL CENTER,NY,READM-30-CABG-HRRP,0.9803,163.0,19.0,120.0
2023,330234,WESTCHESTER MEDICAL CENTER,NY,READM-30-AMI-HRRP,1.0185,290.0,44.0,576.0
2023,330235,AUBURN  COMMUNITY  HOSPITAL,NY,READM-30-PN-HRRP,1.0214,264.0,48.0,876.0
2023,330235,AUBURN  COMMUNITY  HOSPITAL,NY,READM-30-HF-HRRP,1.0927,272.0,76.0,1358.0
2023,330235,AUBURN  COMMUNITY  HOSPITAL,NY,READM-30-COPD-HRRP,1.0682,180.0,45.0,1028.0
2023,330236,NEW YORK-PRESBYTERIAN/BROOKLYN METHODIST HOSPITAL,NY,READM-30-PN-HRRP,1.0114,483.0,95.0,794.0
2023,330236,NEW YORK-PRESBYTERIAN/BROOKLYN METHODIST HOSPITAL,NY,READM-30-HIP-KNEE-HRRP,1.2945,145.0,13.0,583.0
2023,330236,NEW YORK-PRESBYTERIAN/BROOKLYN METHODIST HOSPITAL,NY,READM-30-HF-HRRP,1.0762,734.0,184.0,1279.0
2023,330236,NEW YORK-PRESBYTERIAN/BROOKLYN METHODIST HOSPITAL,NY,READM-30-COPD-HRRP,1.0386,220.0,51.0,850.0
2023,330236,NEW YORK-PRESBYTERIAN/BROOKLYN METHODIST HOSPITAL,NY,READM-30-AMI-HRRP,0.9778,135.0,21.0,375.0
2023,330238,NICHOLAS H NOYES MEMORIAL HOSPITAL,NY,READM-30-PN-HRRP,1.0226,112.0,20.0,887.0
2023,330238,NICHOLAS H NOYES MEMORIAL HOSPITAL,NY,READM-30-COPD-HRRP,1.0031,81.0,16.0,575.0
2023,330239,UPMC CHAUTAUQUA AT WCA,NY,READM-30-PN-HRRP,1.0097,205.0,33.0,780.0
2023,330239,UPMC CHAUTAUQUA AT WCA,NY,READM-30-HF-HRRP,1.0109,182.0,38.0,855.0
2023,330239,UPMC CHAUTAUQUA AT WCA,NY,READM-30-COPD-HRRP,0.9951,104.0,20.0,509.0
2023,330240,HARLEM HOSPITAL CENTER,NY,READM-30-PN-HRRP,1.0464,63.0,15.0,1068.0
2023,330240,HARLEM HOSPITAL CENTER,NY,READM-30-HF-HRRP,1.084,56.0,18.0,1316.0
2023,330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,NY,READM-30-PN-HRRP,1.1529,376.0,77.0,1455.0
2023,330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,NY,READM-30-HF-HRRP,0.9642,413.0,75.0,517.0
2023,330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,NY,READM-30-COPD-HRRP,1.0921,219.0,57.0,1122.0
2023,330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,NY,READM-30-AMI-HRRP,1.0144,114.0,17.0,555.0
2023,330245,ST ELIZABETH MEDICAL CENTER,NY,READM-30-PN-HRRP,0.9059,330.0,46.0,98.0
2023,330245,ST ELIZABETH MEDICAL CENTER,NY,READM-30-HIP-KNEE-HRRP,1.1434,277.0,16.0,459.0
2023,330245,ST ELIZABETH MEDICAL CENTER,NY,READM-30-HF-HRRP,1.0141,451.0,92.0,879.0
2023,330245,ST ELIZABETH MEDICAL CENTER,NY,READM-30-COPD-HRRP,1.1238,162.0,48.0,1187.0
2023,330245,ST ELIZABETH MEDICAL CENTER,NY,READM-30-AMI-HRRP,0.9862,282.0,39.0,417.0
2023,330246,ST CHARLES HOSPITAL,NY,READM-30-PN-HRRP,0.9511,150.0,20.0,338.0
2023,330246,ST CHARLES HOSPITAL,NY,READM-30-HIP-KNEE-HRRP,1.0669,399.0,19.0,366.0
2023,330246,ST CHARLES HOSPITAL,NY,READM-30-HF-HRRP,1.0425,155.0,36.0,1093.0
2023,330246,ST CHARLES HOSPITAL,NY,READM-30-COPD-HRRP,0.9776,143.0,25.0,370.0
2023,330250,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,NY,READM-30-PN-HRRP,1.0656,336.0,65.0,1190.0
2023,330250,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,NY,READM-30-HF-HRRP,1.0462,418.0,97.0,1116.0
2023,330250,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,NY,READM-30-COPD-HRRP,0.934,282.0,52.0,109.0
2023,330250,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,NY,READM-30-AMI-HRRP,0.9386,246.0,31.0,189.0
2023,330259,MERCY MEDICAL CENTER,NY,READM-30-PN-HRRP,1.0448,298.0,54.0,1056.0
2023,330259,MERCY MEDICAL CENTER,NY,READM-30-HF-HRRP,0.9713,257.0,50.0,563.0
2023,330259,MERCY MEDICAL CENTER,NY,READM-30-COPD-HRRP,0.9809,142.0,26.0,395.0
2023,330261,PHELPS MEMORIAL HOSPITAL CENTER,NY,READM-30-PN-HRRP,1.0066,243.0,40.0,752.0
2023,330261,PHELPS MEMORIAL HOSPITAL CENTER,NY,READM-30-HIP-KNEE-HRRP,0.9481,408.0,15.0,188.0
2023,330261,PHELPS MEMORIAL HOSPITAL CENTER,NY,READM-30-HF-HRRP,0.9726,242.0,45.0,573.0
2023,330261,PHELPS MEMORIAL HOSPITAL CENTER,NY,READM-30-COPD-HRRP,1.0014,85.0,17.0,562.0
2023,330264,ST LUKE'S CORNWALL HOSPITAL,NY,READM-30-PN-HRRP,1.0572,435.0,85.0,1140.0
2023,330264,ST LUKE'S CORNWALL HOSPITAL,NY,READM-30-HIP-KNEE-HRRP,1.033,227.0,11.0,311.0
2023,330264,ST LUKE'S CORNWALL HOSPITAL,NY,READM-30-HF-HRRP,0.9492,375.0,72.0,414.0
2023,330264,ST LUKE'S CORNWALL HOSPITAL,NY,READM-30-COPD-HRRP,0.9585,159.0,25.0,239.0
2023,330264,ST LUKE'S CORNWALL HOSPITAL,NY,READM-30-AMI-HRRP,1.0589,129.0,26.0,777.0
2023,330265,CLIFTON SPRINGS HOSPITAL AND CLINIC,NY,READM-30-HF-HRRP,1.0189,68.0,15.0,915.0
2023,330267,HUDSON VALLEY HOSPITAL CENTER,NY,READM-30-PN-HRRP,0.9812,370.0,60.0,563.0
2023,330267,HUDSON VALLEY HOSPITAL CENTER,NY,READM-30-HIP-KNEE-HRRP,1.0949,220.0,12.0,408.0
2023,330267,HUDSON VALLEY HOSPITAL CENTER,NY,READM-30-HF-HRRP,0.9146,398.0,73.0,221.0
2023,330267,HUDSON VALLEY HOSPITAL CENTER,NY,READM-30-COPD-HRRP,0.9806,158.0,31.0,392.0
2023,330270,HOSPITAL FOR SPECIAL SURGERY,NY,READM-30-HIP-KNEE-HRRP,0.656,6307.0,150.0,2.0
2023,330273,PUTNAM HOSPITAL CENTER,NY,READM-30-PN-HRRP,1.0997,236.0,51.0,1344.0
2023,330273,PUTNAM HOSPITAL CENTER,NY,READM-30-HF-HRRP,0.9998,246.0,49.0,774.0
2023,330273,PUTNAM HOSPITAL CENTER,NY,READM-30-COPD-HRRP,1.0886,150.0,37.0,1113.0
2023,330276,NATHAN LITTAUER HOSPITAL,NY,READM-30-PN-HRRP,1.0423,90.0,18.0,1038.0
2023,330277,CORNING HOSPITAL,NY,READM-30-PN-HRRP,1.0794,188.0,38.0,1258.0
2023,330277,CORNING HOSPITAL,NY,READM-30-HF-HRRP,1.0093,173.0,34.0,843.0
2023,330277,CORNING HOSPITAL,NY,READM-30-COPD-HRRP,0.9311,97.0,11.0,93.0
2023,330279,MERCY HOSPITAL OF BUFFALO,NY,READM-30-PN-HRRP,1.0026,291.0,48.0,719.0
2023,330279,MERCY HOSPITAL OF BUFFALO,NY,READM-30-HF-HRRP,1.0262,272.0,61.0,972.0
2023,330279,MERCY HOSPITAL OF BUFFALO,NY,READM-30-COPD-HRRP,0.9116,136.0,18.0,43.0
2023,330279,MERCY HOSPITAL OF BUFFALO,NY,READM-30-AMI-HRRP,0.985,228.0,32.0,414.0
2023,330285,STRONG MEMORIAL HOSPITAL,NY,READM-30-PN-HRRP,1.1385,226.0,58.0,1437.0
2023,330285,STRONG MEMORIAL HOSPITAL,NY,READM-30-HF-HRRP,1.0591,482.0,120.0,1194.0
2023,330285,STRONG MEMORIAL HOSPITAL,NY,READM-30-COPD-HRRP,1.0934,145.0,43.0,1123.0
2023,330285,STRONG MEMORIAL HOSPITAL,NY,READM-30-AMI-HRRP,0.9124,246.0,27.0,110.0
2023,330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,NY,READM-30-PN-HRRP,1.0717,755.0,150.0,1228.0
2023,330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,NY,READM-30-HIP-KNEE-HRRP,1.1946,161.0,12.0,511.0
2023,330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,NY,READM-30-HF-HRRP,1.1781,721.0,193.0,1553.0
2023,330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,NY,READM-30-COPD-HRRP,1.0942,310.0,78.0,1127.0
2023,330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,NY,READM-30-CABG-HRRP,0.9838,143.0,17.0,128.0
2023,330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,NY,READM-30-AMI-HRRP,1.0935,313.0,58.0,911.0
2023,330304,WHITE PLAINS HOSPITAL CENTER,NY,READM-30-PN-HRRP,1.111,995.0,182.0,1376.0
2023,330304,WHITE PLAINS HOSPITAL CENTER,NY,READM-30-HF-HRRP,1.1004,544.0,121.0,1394.0
2023,330304,WHITE PLAINS HOSPITAL CENTER,NY,READM-30-COPD-HRRP,1.038,224.0,45.0,848.0
2023,330304,WHITE PLAINS HOSPITAL CENTER,NY,READM-30-AMI-HRRP,1.0664,208.0,35.0,815.0
2023,330307,CAYUGA MEDICAL CENTER AT ITHACA,NY,READM-30-PN-HRRP,0.9315,257.0,33.0,213.0
2023,330307,CAYUGA MEDICAL CENTER AT ITHACA,NY,READM-30-HF-HRRP,0.993,180.0,36.0,724.0
2023,330307,CAYUGA MEDICAL CENTER AT ITHACA,NY,READM-30-COPD-HRRP,1.0551,103.0,24.0,959.0
2023,330307,CAYUGA MEDICAL CENTER AT ITHACA,NY,READM-30-AMI-HRRP,0.9977,88.0,12.0,473.0
2023,330331,PLAINVIEW HOSPITAL,NY,READM-30-PN-HRRP,1.0178,464.0,80.0,846.0
2023,330331,PLAINVIEW HOSPITAL,NY,READM-30-HIP-KNEE-HRRP,1.1989,176.0,12.0,513.0
2023,330331,PLAINVIEW HOSPITAL,NY,READM-30-HF-HRRP,1.0935,432.0,104.0,1360.0
2023,330331,PLAINVIEW HOSPITAL,NY,READM-30-COPD-HRRP,1.0077,103.0,19.0,615.0
2023,330332,CHSLI ST JOSEPH HOSPITAL,NY,READM-30-PN-HRRP,1.0341,345.0,58.0,981.0
2023,330332,CHSLI ST JOSEPH HOSPITAL,NY,READM-30-HF-HRRP,1.0963,429.0,97.0,1376.0
2023,330332,CHSLI ST JOSEPH HOSPITAL,NY,READM-30-COPD-HRRP,1.0775,208.0,47.0,1073.0
2023,330350,SUNY/DOWNSTATE UNIVERSITY HOSPITAL OF BROOKLYN,NY,READM-30-HF-HRRP,1.07,150.0,38.0,1250.0
2023,330350,SUNY/DOWNSTATE UNIVERSITY HOSPITAL OF BROOKLYN,NY,READM-30-COPD-HRRP,1.0846,64.0,26.0,1096.0
2023,330386,GARNET HEALTH  MEDICAL CENTER CATSKILLS - (CSK),NY,READM-30-PN-HRRP,1.0536,203.0,42.0,1117.0
2023,330386,GARNET HEALTH  MEDICAL CENTER CATSKILLS - (CSK),NY,READM-30-HF-HRRP,1.0676,107.0,29.0,1237.0
2023,330386,GARNET HEALTH  MEDICAL CENTER CATSKILLS - (CSK),NY,READM-30-COPD-HRRP,0.9799,147.0,26.0,386.0
2023,330386,GARNET HEALTH  MEDICAL CENTER CATSKILLS - (CSK),NY,READM-30-AMI-HRRP,1.1594,43.0,16.0,1023.0
2023,330393,SUNY/STONY BROOK UNIVERSITY HOSPITAL,NY,READM-30-PN-HRRP,0.9378,1206.0,201.0,251.0
2023,330393,SUNY/STONY BROOK UNIVERSITY HOSPITAL,NY,READM-30-HIP-KNEE-HRRP,0.9718,684.0,27.0,216.0
2023,330393,SUNY/STONY BROOK UNIVERSITY HOSPITAL,NY,READM-30-HF-HRRP,1.0953,1393.0,342.0,1371.0
2023,330393,SUNY/STONY BROOK UNIVERSITY HOSPITAL,NY,READM-30-COPD-HRRP,0.943,385.0,71.0,154.0
2023,330393,SUNY/STONY BROOK UNIVERSITY HOSPITAL,NY,READM-30-AMI-HRRP,0.9362,572.0,82.0,179.0
2023,330394,"UNITED HEALTH SERVICES HOSPITALS, INC",NY,READM-30-PN-HRRP,0.9733,419.0,64.0,498.0
2023,330394,"UNITED HEALTH SERVICES HOSPITALS, INC",NY,READM-30-HF-HRRP,0.9944,463.0,93.0,735.0
2023,330394,"UNITED HEALTH SERVICES HOSPITALS, INC",NY,READM-30-COPD-HRRP,1.0591,199.0,45.0,981.0
2023,330394,"UNITED HEALTH SERVICES HOSPITALS, INC",NY,READM-30-AMI-HRRP,1.1142,311.0,55.0,968.0
2023,330395,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,NY,READM-30-PN-HRRP,1.1314,263.0,63.0,1422.0
2023,330395,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,NY,READM-30-HF-HRRP,1.048,78.0,20.0,1126.0
2023,330395,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,NY,READM-30-COPD-HRRP,0.9811,110.0,20.0,397.0
2023,330396,WOODHULL MEDICAL & MENTAL HEALTH CENTER,NY,READM-30-HF-HRRP,0.9679,61.0,11.0,539.0
2023,330399,ST BARNABAS HOSPITAL,NY,READM-30-HF-HRRP,1.0322,60.0,16.0,1018.0
2023,330399,ST BARNABAS HOSPITAL,NY,READM-30-COPD-HRRP,1.0599,44.0,16.0,987.0
2023,330401,ST CATHERINE OF SIENA HOSPITAL,NY,READM-30-PN-HRRP,0.9215,333.0,47.0,165.0
2023,330401,ST CATHERINE OF SIENA HOSPITAL,NY,READM-30-HF-HRRP,0.899,509.0,91.0,155.0
2023,330401,ST CATHERINE OF SIENA HOSPITAL,NY,READM-30-COPD-HRRP,0.9202,286.0,44.0,61.0
2023,330401,ST CATHERINE OF SIENA HOSPITAL,NY,READM-30-AMI-HRRP,1.0645,94.0,18.0,802.0
2023,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,NC,READM-30-PN-HRRP,0.9275,829.0,121.0,194.0
2023,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,NC,READM-30-HF-HRRP,0.7983,696.0,102.0,6.0
2023,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,NC,READM-30-COPD-HRRP,0.9698,326.0,60.0,313.0
2023,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,NC,READM-30-CABG-HRRP,1.01,134.0,16.0,161.0
2023,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,NC,READM-30-AMI-HRRP,0.8872,357.0,37.0,54.0
2023,340002,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,NC,READM-30-PN-HRRP,0.8573,1072.0,147.0,11.0
2023,340002,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,NC,READM-30-HIP-KNEE-HRRP,0.6857,1064.0,22.0,6.0
2023,340002,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,NC,READM-30-HF-HRRP,0.8384,1424.0,251.0,29.0
2023,340002,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,NC,READM-30-COPD-HRRP,0.9268,410.0,73.0,78.0
2023,340002,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,NC,READM-30-CABG-HRRP,1.0086,384.0,47.0,156.0
2023,340002,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,NC,READM-30-AMI-HRRP,0.8354,982.0,101.0,15.0
2023,340003,NORTHERN REGIONAL HOSPITAL,NC,READM-30-PN-HRRP,0.8969,248.0,28.0,72.0
2023,340003,NORTHERN REGIONAL HOSPITAL,NC,READM-30-HF-HRRP,0.9428,176.0,29.0,379.0
2023,340003,NORTHERN REGIONAL HOSPITAL,NC,READM-30-COPD-HRRP,0.9559,105.0,16.0,225.0
2023,340004,HIGH POINT REGIONAL HEALTH SYSTEM,NC,READM-30-PN-HRRP,1.0364,324.0,58.0,1001.0
2023,340004,HIGH POINT REGIONAL HEALTH SYSTEM,NC,READM-30-HF-HRRP,1.0404,374.0,88.0,1079.0
2023,340004,HIGH POINT REGIONAL HEALTH SYSTEM,NC,READM-30-COPD-HRRP,1.0153,177.0,37.0,677.0
2023,340004,HIGH POINT REGIONAL HEALTH SYSTEM,NC,READM-30-AMI-HRRP,0.9804,157.0,20.0,386.0
2023,340008,SCOTLAND MEMORIAL HOSPITAL,NC,READM-30-PN-HRRP,1.0108,195.0,33.0,788.0
2023,340008,SCOTLAND MEMORIAL HOSPITAL,NC,READM-30-HF-HRRP,1.1129,271.0,67.0,1447.0
2023,340008,SCOTLAND MEMORIAL HOSPITAL,NC,READM-30-COPD-HRRP,0.9796,106.0,18.0,384.0
2023,340010,WAYNE MEMORIAL HOSPITAL,NC,READM-30-PN-HRRP,1.0367,398.0,71.0,1003.0
2023,340010,WAYNE MEMORIAL HOSPITAL,NC,READM-30-HF-HRRP,0.9378,446.0,87.0,347.0
2023,340010,WAYNE MEMORIAL HOSPITAL,NC,READM-30-COPD-HRRP,0.9981,219.0,40.0,534.0
2023,340010,WAYNE MEMORIAL HOSPITAL,NC,READM-30-AMI-HRRP,0.9575,94.0,13.0,280.0
2023,340013,RUTHERFORD REGIONAL MEDICAL CENTER,NC,READM-30-PN-HRRP,0.9716,143.0,21.0,484.0
2023,340013,RUTHERFORD REGIONAL MEDICAL CENTER,NC,READM-30-HF-HRRP,0.9497,135.0,23.0,419.0
2023,340013,RUTHERFORD REGIONAL MEDICAL CENTER,NC,READM-30-COPD-HRRP,0.9886,77.0,13.0,456.0
2023,340014,NOVANT HEALTH FORSYTH MEDICAL CENTER,NC,READM-30-PN-HRRP,0.97,1085.0,176.0,472.0
2023,340014,NOVANT HEALTH FORSYTH MEDICAL CENTER,NC,READM-30-HIP-KNEE-HRRP,0.944,880.0,34.0,182.0
2023,340014,NOVANT HEALTH FORSYTH MEDICAL CENTER,NC,READM-30-HF-HRRP,1.0324,900.0,200.0,1019.0
2023,340014,NOVANT HEALTH FORSYTH MEDICAL CENTER,NC,READM-30-COPD-HRRP,1.0867,455.0,107.0,1103.0
2023,340014,NOVANT HEALTH FORSYTH MEDICAL CENTER,NC,READM-30-CABG-HRRP,1.0704,154.0,20.0,231.0
2023,340014,NOVANT HEALTH FORSYTH MEDICAL CENTER,NC,READM-30-AMI-HRRP,1.0055,428.0,56.0,512.0
2023,340015,NOVANT HEALTH ROWAN MEDICAL CENTER,NC,READM-30-PN-HRRP,0.9904,322.0,49.0,628.0
2023,340015,NOVANT HEALTH ROWAN MEDICAL CENTER,NC,READM-30-HIP-KNEE-HRRP,1.2226,166.0,13.0,534.0
2023,340015,NOVANT HEALTH ROWAN MEDICAL CENTER,NC,READM-30-HF-HRRP,1.0115,212.0,43.0,860.0
2023,340015,NOVANT HEALTH ROWAN MEDICAL CENTER,NC,READM-30-COPD-HRRP,1.0935,160.0,38.0,1124.0
2023,340015,NOVANT HEALTH ROWAN MEDICAL CENTER,NC,READM-30-AMI-HRRP,1.0613,73.0,14.0,788.0
2023,340016,HARRIS REGIONAL HOSPITAL,NC,READM-30-PN-HRRP,0.9665,210.0,32.0,442.0
2023,340016,HARRIS REGIONAL HOSPITAL,NC,READM-30-HIP-KNEE-HRRP,1.2551,127.0,11.0,562.0
2023,340016,HARRIS REGIONAL HOSPITAL,NC,READM-30-HF-HRRP,1.1092,102.0,31.0,1434.0
2023,340016,HARRIS REGIONAL HOSPITAL,NC,READM-30-COPD-HRRP,0.996,111.0,22.0,515.0
2023,340017,MARGARET R PARDEE MEMORIAL HOSPITAL,NC,READM-30-PN-HRRP,0.9756,284.0,43.0,520.0
2023,340017,MARGARET R PARDEE MEMORIAL HOSPITAL,NC,READM-30-HIP-KNEE-HRRP,1.0587,604.0,26.0,352.0
2023,340017,MARGARET R PARDEE MEMORIAL HOSPITAL,NC,READM-30-HF-HRRP,0.8983,270.0,45.0,154.0
2023,340017,MARGARET R PARDEE MEMORIAL HOSPITAL,NC,READM-30-COPD-HRRP,0.9906,125.0,23.0,473.0
2023,340017,MARGARET R PARDEE MEMORIAL HOSPITAL,NC,READM-30-AMI-HRRP,0.9516,97.0,11.0,248.0
2023,340020,CENTRAL CAROLINA HOSPITAL,NC,READM-30-PN-HRRP,0.9844,141.0,21.0,585.0
2023,340020,CENTRAL CAROLINA HOSPITAL,NC,READM-30-HF-HRRP,1.0411,219.0,51.0,1085.0
2023,340020,CENTRAL CAROLINA HOSPITAL,NC,READM-30-COPD-HRRP,1.0214,132.0,27.0,727.0
2023,340021,ATRIUM HEALTH CLEVELAND,NC,READM-30-PN-HRRP,0.9736,452.0,70.0,501.0
2023,340021,ATRIUM HEALTH CLEVELAND,NC,READM-30-HF-HRRP,0.9356,455.0,84.0,330.0
2023,340021,ATRIUM HEALTH CLEVELAND,NC,READM-30-COPD-HRRP,0.9198,272.0,43.0,59.0
2023,340023,ADVENTHEALTH HENDERSONVILLE,NC,READM-30-PN-HRRP,0.8713,181.0,15.0,28.0
2023,340023,ADVENTHEALTH HENDERSONVILLE,NC,READM-30-HF-HRRP,1.0026,123.0,24.0,795.0
2023,340024,SAMPSON REGIONAL MEDICAL CENTER,NC,READM-30-PN-HRRP,1.1599,198.0,51.0,1459.0
2023,340024,SAMPSON REGIONAL MEDICAL CENTER,NC,READM-30-HF-HRRP,1.0276,134.0,30.0,983.0
2023,340024,SAMPSON REGIONAL MEDICAL CENTER,NC,READM-30-COPD-HRRP,0.9985,76.0,14.0,538.0
2023,340027,UNC LENOIR HEALTH CARE,NC,READM-30-PN-HRRP,1.0393,298.0,56.0,1019.0
2023,340027,UNC LENOIR HEALTH CARE,NC,READM-30-HF-HRRP,1.0404,483.0,108.0,1079.0
2023,340027,UNC LENOIR HEALTH CARE,NC,READM-30-COPD-HRRP,1.0863,150.0,41.0,1101.0
2023,340028,CAPE FEAR VALLEY MEDICAL CENTER,NC,READM-30-PN-HRRP,1.0652,813.0,161.0,1186.0
2023,340028,CAPE FEAR VALLEY MEDICAL CENTER,NC,READM-30-HIP-KNEE-HRRP,1.6199,165.0,21.0,631.0
2023,340028,CAPE FEAR VALLEY MEDICAL CENTER,NC,READM-30-HF-HRRP,1.0298,964.0,216.0,999.0
2023,340028,CAPE FEAR VALLEY MEDICAL CENTER,NC,READM-30-COPD-HRRP,1.1122,453.0,110.0,1164.0
2023,340028,CAPE FEAR VALLEY MEDICAL CENTER,NC,READM-30-AMI-HRRP,1.0935,318.0,55.0,911.0
2023,340030,DUKE UNIVERSITY HOSPITAL,NC,READM-30-PN-HRRP,0.9714,472.0,81.0,483.0
2023,340030,DUKE UNIVERSITY HOSPITAL,NC,READM-30-HIP-KNEE-HRRP,0.8764,577.0,20.0,106.0
2023,340030,DUKE UNIVERSITY HOSPITAL,NC,READM-30-HF-HRRP,1.0178,885.0,202.0,906.0
2023,340030,DUKE UNIVERSITY HOSPITAL,NC,READM-30-COPD-HRRP,1.0251,177.0,38.0,757.0
2023,340030,DUKE UNIVERSITY HOSPITAL,NC,READM-30-CABG-HRRP,0.9541,257.0,29.0,93.0
2023,340030,DUKE UNIVERSITY HOSPITAL,NC,READM-30-AMI-HRRP,1.0165,394.0,65.0,567.0
2023,340032,CAROMONT REGIONAL MEDICAL CENTER,NC,READM-30-PN-HRRP,1.0885,707.0,133.0,1293.0
2023,340032,CAROMONT REGIONAL MEDICAL CENTER,NC,READM-30-HIP-KNEE-HRRP,1.0605,356.0,19.0,356.0
2023,340032,CAROMONT REGIONAL MEDICAL CENTER,NC,READM-30-HF-HRRP,0.9559,812.0,159.0,458.0
2023,340032,CAROMONT REGIONAL MEDICAL CENTER,NC,READM-30-COPD-HRRP,0.9586,291.0,49.0,240.0
2023,340032,CAROMONT REGIONAL MEDICAL CENTER,NC,READM-30-CABG-HRRP,1.0589,132.0,18.0,218.0
2023,340032,CAROMONT REGIONAL MEDICAL CENTER,NC,READM-30-AMI-HRRP,1.1278,249.0,44.0,989.0
2023,340039,IREDELL MEMORIAL HOSPITAL INC,NC,READM-30-PN-HRRP,0.9916,444.0,72.0,637.0
2023,340039,IREDELL MEMORIAL HOSPITAL INC,NC,READM-30-HIP-KNEE-HRRP,1.2295,232.0,14.0,543.0
2023,340039,IREDELL MEMORIAL HOSPITAL INC,NC,READM-30-HF-HRRP,1.045,242.0,55.0,1110.0
2023,340039,IREDELL MEMORIAL HOSPITAL INC,NC,READM-30-COPD-HRRP,0.9773,223.0,42.0,368.0
2023,340040,VIDANT MEDICAL CENTER,NC,READM-30-PN-HRRP,1.0814,699.0,137.0,1271.0
2023,340040,VIDANT MEDICAL CENTER,NC,READM-30-HIP-KNEE-HRRP,1.1598,541.0,25.0,478.0
2023,340040,VIDANT MEDICAL CENTER,NC,READM-30-HF-HRRP,1.0251,1561.0,337.0,963.0
2023,340040,VIDANT MEDICAL CENTER,NC,READM-30-COPD-HRRP,1.0552,347.0,80.0,960.0
2023,340040,VIDANT MEDICAL CENTER,NC,READM-30-CABG-HRRP,0.9853,395.0,46.0,129.0
2023,340040,VIDANT MEDICAL CENTER,NC,READM-30-AMI-HRRP,0.9754,893.0,125.0,362.0
2023,340041,CALDWELL MEMORIAL HOSPITAL,NC,READM-30-PN-HRRP,1.0635,157.0,35.0,1179.0
2023,340041,CALDWELL MEMORIAL HOSPITAL,NC,READM-30-HF-HRRP,0.9538,109.0,19.0,445.0
2023,340041,CALDWELL MEMORIAL HOSPITAL,NC,READM-30-COPD-HRRP,0.9469,88.0,12.0,175.0
